Motif,cell_ids
"['ORB', 'SS', 'AUD', 'PTL', 'VIS', 'RSC']","[56, 103, 110, 130, 173, 188, 234, 271, 301, 430, 471, 491, 527, 530, 550, 557, 661, 739, 778, 785, 790, 804, 831, 874, 892, 920, 948, 954, 957, 988, 989, 1015, 1027, 1058, 1109, 1119, 1151, 1202, 1247, 1249, 1253, 1289, 1319, 1336, 1372, 1383, 1385, 1395, 1422, 1439, 1453, 1467, 1518, 1584, 1595, 1623, 1625, 1678, 1679, 1725, 1737, 1760, 1762, 1804, 1808, 1839, 1842, 1884, 1947, 1949, 1973, 1981, 2012, 2042, 2075, 2133, 2151, 2154, 2177, 2181, 2193, 2224, 2241, 2262, 2270, 2395, 2467, 2678, 2755, 2840, 2877, 2901, 2915]"
"['ORB', 'SS', 'ACA', 'PTL', 'VIS', 'RSC']","[73, 104, 243, 353, 755, 1024, 1208, 1313, 1358, 2538, 2772]"
"['ORB', 'AUD', 'ACA', 'PTL', 'VIS', 'RSC']","[406, 1429, 1530, 1605, 1649, 1695, 1724, 1731, 2445, 2648]"
"['SS', 'AUD', 'ACA', 'PTL', 'VIS', 'RSC']","[6, 28, 44, 64, 86, 88, 97, 109, 117, 121, 190, 211, 218, 235, 257, 294, 298, 310, 319, 328, 332, 354, 372, 389, 394, 422, 424, 490, 497, 555, 567, 571, 635, 639, 645, 687, 696, 714, 736, 738, 833, 859, 927, 959, 1025, 1074, 1142, 1166, 1220, 1246, 1266, 1326, 1327, 1333, 1400, 1481, 1490, 1559, 1611, 1627, 1630, 1698, 1748, 1761, 1763, 1788, 1810, 1829, 1852, 1875, 1890, 1934, 1954, 2048, 2063, 2097, 2161, 2169, 2176, 2202, 2206, 2209, 2296, 2323, 2326, 2349, 2394, 2422, 2494, 2514, 2651, 2744, 2756, 2762, 2791, 2845, 2862, 2935, 2942, 2959, 2969, 2997]"
"['PFC', 'ORB', 'SS', 'AUD', 'ACA', 'PTL', 'VIS']","[31, 315, 586, 916, 1510, 1513, 1789, 1929, 1930, 2091, 2184, 2352, 2362, 2452, 2477, 2553, 2730, 2814]"
"['PFC', 'ORB', 'SS', 'AUD', 'ACA', 'PTL', 'RSC']",[1855]
"['PFC', 'ORB', 'SS', 'AUD', 'ACA', 'VIS', 'RSC']","[615, 626, 751, 967, 1046, 1897, 1913, 1924, 2118, 2170, 2799, 3002]"
"['PFC', 'ORB', 'SS', 'AUD', 'PTL', 'VIS', 'RSC']","[16, 96, 133, 237, 398, 507, 514, 543, 629, 631, 675, 720, 737, 756, 846, 873, 883, 928, 965, 971, 1070, 1073, 1079, 1112, 1116, 1129, 1133, 1221, 1349, 1378, 1492, 1552, 1563, 1574, 1609, 1733, 1785, 1910, 2069, 2155, 2156, 2165, 2174, 2220, 2227, 2360, 2501, 2527, 2632, 2691, 2699, 2816, 2823, 2910, 2988]"
"['PFC', 'ORB', 'SS', 'ACA', 'PTL', 'VIS', 'RSC']","[370, 628, 730, 940, 994, 1005, 1052, 1069, 1075, 1165, 1211, 1257, 1318, 1413, 1507, 1529, 1965, 2166, 2586, 2595, 2598, 2618, 2906, 2996]"
"['PFC', 'ORB', 'AUD', 'ACA', 'PTL', 'VIS', 'RSC']","[70, 363, 598, 682, 1390, 1502, 1657, 1906, 1989, 2251, 2312, 2567, 2736, 2853]"
"['PFC', 'SS', 'AUD', 'ACA', 'PTL', 'VIS', 'RSC']","[92, 113, 119, 193, 254, 346, 401, 435, 438, 494, 535, 558, 562, 570, 589, 641, 648, 698, 771, 812, 893, 932, 938, 976, 992, 1003, 1022, 1035, 1096, 1121, 1183, 1226, 1351, 1516, 1527, 1585, 1661, 1943, 2001, 2013, 2076, 2108, 2126, 2168, 2173, 2245, 2250, 2310, 2335, 2378, 2389, 2521, 2532, 2611, 2617, 2739, 2766, 2781, 2820, 2860, 2874, 2896, 2974]"
"['ORB', 'SS', 'AUD', 'ACA', 'PTL', 'VIS', 'RSC']","[48, 63, 229, 251, 341, 365, 407, 466, 640, 681, 759, 910, 955, 1077, 1168, 1393, 1521, 1522, 1646, 1653, 1685, 1719, 1750, 1784, 1831, 2000, 2258, 2429, 2430, 2715, 2821, 2875]"
"['PFC', 'ORB', 'SS', 'AUD', 'ACA', 'PTL', 'VIS', 'RSC']","[9, 10, 20, 90, 98, 122, 127, 196, 198, 284, 462, 525, 563, 572, 672, 683, 734, 752, 754, 780, 897, 900, 902, 922, 924, 931, 982, 1011, 1041, 1053, 1056, 1085, 1153, 1201, 1207, 1230, 1241, 1284, 1339, 1344, 1373, 1423, 1436, 1456, 1484, 1532, 1548, 1560, 1636, 1642, 1694, 1705, 1736, 1739, 1807, 1816, 1878, 1942, 1944, 1968, 1982, 2043, 2092, 2152, 2197, 2229, 2243, 2249, 2255, 2280, 2327, 2375, 2390, 2400, 2436, 2450, 2472, 2476, 2579, 2629, 2749, 2802, 2810, 2813, 2854, 2891, 2927, 2968]"
