"PFC","ORB","MO","SS","AUD","ACA","PTL","VIS","RSC","brain"
0,5.90769230769231,1.92,0,0,0,0,0,0,"two"
0,8.86153846153846,0,0,0,0,0,0,0,"two"
3.09677419354839,0,0,18.4406779661017,3.25423728813559,0,0,0,0,"two"
12.3870967741935,1.47692307692308,1.92,0,0,5.12,0,0,0,"two"
18.5806451612903,36.9230769230769,0,0,0,0,0,7.68,1.77777777777778,"two"
15.4838709677419,20.6769230769231,0,0,0,7.68,0,0,0,"two"
0,4.43076923076923,0,5.42372881355932,4.88135593220339,0,0,0,0,"two"
0,1.47692307692308,0,5.42372881355932,1.6271186440678,0,0,0,0,"two"
0,11.8153846153846,0,7.59322033898305,4.88135593220339,0,0,6.144,0,"two"
0,4.43076923076923,15.36,1.08474576271186,14.6440677966102,0,31.3469387755102,73.728,3.55555555555556,"two"
34.0645161290323,32.4923076923077,5.76,0,0,0,0,0,0,"two"
15.4838709677419,2.95384615384615,0,0,3.25423728813559,7.68,0,0,0,"two"
0,0,1.92,10.8474576271186,4.88135593220339,0,3.91836734693878,35.328,0,"two"
9.29032258064516,2.95384615384615,0,0,0,0,0,0,0,"two"
0,5.90769230769231,0,2.16949152542373,3.25423728813559,0,0,0,1.77777777777778,"two"
0,14.7692307692308,1.92,1.08474576271186,0,0,0,0,0,"two"
0,11.8153846153846,1.92,35.7966101694915,1.6271186440678,0,0,10.752,8.88888888888889,"two"
18.5806451612903,19.2,5.76,0,0,5.12,0,0,0,"two"
18.5806451612903,0,1.92,1.08474576271186,1.6271186440678,0,0,0,0,"two"
0,0,0,6.50847457627119,0,0,19.5918367346939,7.68,0,"two"
52.6451612903226,8.86153846153846,26.88,1.08474576271186,0,25.6,0,0,0,"two"
3.09677419354839,14.7692307692308,0,18.4406779661017,0,0,0,13.824,0,"two"
15.4838709677419,5.90769230769231,0,0,0,0,0,3.072,0,"two"
40.258064516129,5.90769230769231,0,0,0,0,0,0,0,"two"
0,0,0,1.08474576271186,0,0,11.7551020408163,0,0,"two"
15.4838709677419,11.8153846153846,0,0,0,2.56,0,0,0,"two"
15.4838709677419,11.8153846153846,0,0,0,0,0,0,0,"two"
6.19354838709677,0,0,0,0,0,0,0,0,"two"
12.3870967741935,0,0,0,0,0,0,0,0,"two"
15.4838709677419,4.43076923076923,36.48,0,0,2.56,11.7551020408163,30.72,7.11111111111111,"two"
21.6774193548387,16.2461538461538,0,0,0,0,0,1.536,0,"two"
21.6774193548387,14.7692307692308,1.92,14.1016949152542,8.13559322033898,7.68,0,0,0,"two"
24.7741935483871,5.90769230769231,0,0,0,0,0,0,0,"two"
9.29032258064516,2.95384615384615,1.92,0,0,0,0,0,0,"two"
9.29032258064516,5.90769230769231,0,0,0,2.56,0,0,0,"two"
9.29032258064516,0,0,0,0,0,0,0,0,"two"
9.29032258064516,0,0,0,0,5.12,0,0,0,"two"
15.4838709677419,10.3384615384615,0,0,0,0,0,0,0,"two"
3.09677419354839,0,5.76,1.08474576271186,0,0,0,0,0,"two"
30.9677419354839,17.7230769230769,0,0,0,0,0,0,0,"two"
18.5806451612903,19.2,0,1.08474576271186,3.25423728813559,0,0,0,0,"two"
4.86075949367089,13.3333333333333,2.70422535211268,0,0,11.1844660194175,0,8,0,"three"
7.29113924050633,2.66666666666667,0,0,0,0,0,0,0,"three"
0,0,0,8.77714285714286,4.11428571428571,0,16,46.6666666666667,0,"three"
4.86075949367089,0,0,0,5.48571428571429,0,0,0,0,"three"
0,0,0,9.87428571428571,1.37142857142857,0,0,9.33333333333333,0,"three"
0,0,0,0,8.22857142857143,0,0,0,0,"three"
0,5.33333333333333,0,0,4.11428571428571,0,0,1.33333333333333,0,"three"
0,0,4.05633802816901,1.09714285714286,0,0,0,4,5.64705882352941,"three"
0,12,0,0,0,0,0,0,0,"three"
0,8,2.70422535211268,18.6514285714286,15.0857142857143,0,0,6.66666666666667,0,"three"
0,0,0,32.9142857142857,31.5428571428571,0,0,4,0,"three"
0,0,0,1.09714285714286,5.48571428571429,0,1.45454545454545,8,3.76470588235294,"three"
0,8,0,0,0,0,0,0,0,"three"
0,5.33333333333333,0,0,16.4571428571429,0,0,2.66666666666667,0,"three"
0,0,0,3.29142857142857,12.3428571428571,0,0,16,0,"three"
0,2.66666666666667,0,10.9714285714286,2.74285714285714,0,5.81818181818182,10.6666666666667,0,"three"
19.4430379746835,8,70.3098591549296,19.7485714285714,31.5428571428571,16.7766990291262,0,9.33333333333333,0,"three"
0,0,0,0,13.7142857142857,0,0,8,0,"three"
0,0,9.46478873239437,1.09714285714286,0,0,1.45454545454545,40,0,"three"
2.43037974683544,6.66666666666667,1.35211267605634,0,0,1.86407766990291,2.90909090909091,20,0,"three"
0,0,0,0,23.3142857142857,0,0,12,0,"three"
4.86075949367089,8,0,0,0,0,0,0,0,"three"
26.7341772151899,13.3333333333333,0,0,0,0,0,0,0,"three"
0,9.33333333333333,0,0,6.85714285714286,0,0,1.33333333333333,0,"three"
0,0,0,7.68,5.48571428571429,0,0,1.33333333333333,0,"three"
12.1518987341772,14.6666666666667,8.11267605633803,0,2.74285714285714,0,0,0,0,"three"
2.43037974683544,0,43.2676056338028,12.0685714285714,13.7142857142857,5.59223300970874,26.1818181818182,26.6666666666667,32,"three"
0,8,0,0,0,0,0,0,0,"three"
2.43037974683544,14.6666666666667,5.40845070422535,0,2.74285714285714,0,0,5.33333333333333,0,"three"
0,6.66666666666667,0,0,0,0,0,0,0,"three"
12.1518987341772,37.3333333333333,97.3521126760563,31.8171428571429,2.74285714285714,0,0,0,0,"three"
9.72151898734177,8,0,0,0,0,0,0,0,"three"
0,0,0,0,6.85714285714286,0,0,0,0,"three"
4.86075949367089,18.6666666666667,1.35211267605634,0,0,0,0,0,0,"three"
0,0,0,0,6.85714285714286,0,0,0,0,"three"
0,0,0,0,12.3428571428571,0,0,1.33333333333333,0,"three"
14.5822784810127,5.33333333333333,121.69014084507,66.9257142857143,61.7142857142857,0,0,8,0,"three"
2.43037974683544,18.6666666666667,1.35211267605634,1.09714285714286,2.74285714285714,0,0,0,0,"three"
0,5.33333333333333,0,0,5.48571428571429,1.86407766990291,0,4,0,"three"
7.29113924050633,2.66666666666667,5.40845070422535,0,0,0,0,0,0,"three"
2.43037974683544,24,0,0,0,0,0,0,0,"three"
0,2.66666666666667,0,3.29142857142857,10.9714285714286,0,0,1.33333333333333,0,"three"
0,0,0,0,6.85714285714286,0,0,0,0,"three"
12.1518987341772,9.33333333333333,0,0,4.11428571428571,0,0,0,0,"three"
0,5.33333333333333,0,0,0,0,0,6.66666666666667,0,"three"
0,5.33333333333333,0,0,0,0,0,0,0,"three"
2.43037974683544,1.33333333333333,0,0,15.0857142857143,0,0,0,0,"three"
0,0,0,25.2342857142857,45.2571428571429,0,8.72727272727273,16,7.52941176470588,"three"
0,10.6666666666667,0,0,0,0,0,0,0,"three"
0,0,0,0,8.22857142857143,0,0,0,0,"three"
0,5.33333333333333,0,0,4.11428571428571,0,0,0,0,"three"
9.72151898734177,12,0,0,5.48571428571429,0,0,13.3333333333333,0,"three"
0,0,0,0,2.74285714285714,0,0,14.6666666666667,0,"three"
7.29113924050633,26.6666666666667,12.169014084507,7.68,2.74285714285714,0,0,0,0,"three"
41.3164556962025,62.6666666666667,66.2535211267606,51.5657142857143,24.6857142857143,44.7378640776699,29.0909090909091,38.6666666666667,1.88235294117647,"three"
12.1518987341772,8,1.35211267605634,0,0,1.86407766990291,0,0,0,"three"
0,0,0,0,8.22857142857143,0,0,0,0,"three"
12.1518987341772,21.3333333333333,0,0,0,0,0,0,0,"three"
4.86075949367089,18.6666666666667,0,0,0,0,0,0,0,"three"
4.86075949367089,41.3333333333333,0,0,0,0,0,0,0,"three"
0,8,0,1.09714285714286,2.74285714285714,0,0,0,0,"three"
4.86075949367089,1.33333333333333,13.5211267605634,27.4285714285714,19.2,3.72815533980582,0,37.3333333333333,13.1764705882353,"three"
0,0,0,5.48571428571429,4.11428571428571,0,0,0,0,"three"
2.43037974683544,1.33333333333333,0,0,10.9714285714286,0,0,0,0,"three"
29.1645569620253,52,27.0422535211268,4.38857142857143,1.37142857142857,3.72815533980582,0,0,0,"three"
0,0,20.2816901408451,0,0,0,0,0,0,"three"
2.43037974683544,16,2.70422535211268,1.09714285714286,0,0,0,0,0,"three"
17.0126582278481,4,8.11267605633803,1.09714285714286,0,1.86407766990291,0,0,0,"three"
0,0,0,0,8.22857142857143,0,0,0,0,"three"
0,0,0,15.36,26.0571428571429,0,0,4,0,"three"
0,0,0,0,5.48571428571429,0,0,0,0,"three"
2.43037974683544,0,70.3098591549296,25.2342857142857,37.0285714285714,7.45631067961165,39.2727272727273,72,47.0588235294118,"three"
0,1.33333333333333,0,0,4.11428571428571,0,1.45454545454545,17.3333333333333,0,"three"
2.43037974683544,0,2.70422535211268,1.09714285714286,10.9714285714286,0,0,0,0,"three"
9.72151898734177,6.66666666666667,5.40845070422535,0,1.37142857142857,0,0,8,0,"three"
0,0,0,0,0,0,2.90909090909091,50.6666666666667,13.1764705882353,"three"
4.86075949367089,6.66666666666667,0,0,0,0,0,0,0,"three"
0,0,0,0,9.6,0,0,0,0,"three"
21.873417721519,28,220.394366197183,43.8857142857143,12.3428571428571,33.5533980582524,37.8181818181818,48,1.88235294117647,"three"
7.29113924050633,29.3333333333333,0,0,0,1.86407766990291,0,1.33333333333333,0,"three"
4.86075949367089,13.3333333333333,0,12.0685714285714,24.6857142857143,0,0,0,0,"three"
0,6.66666666666667,0,4.38857142857143,37.0285714285714,0,0,4,0,"three"
0,1.33333333333333,14.8732394366197,53.76,16.4571428571429,0,4.36363636363636,6.66666666666667,9.41176470588235,"three"
12.1518987341772,10.6666666666667,0,0,0,0,0,0,0,"three"
0,2.66666666666667,0,0,1.37142857142857,0,0,6.66666666666667,0,"three"
2.43037974683544,2.66666666666667,6.76056338028169,1.09714285714286,0,0,0,0,0,"three"
0,0,0,0,1.37142857142857,0,0,5.33333333333333,0,"three"
2.43037974683544,0,17.5774647887324,0,2.74285714285714,0,0,0,0,"three"
4.86075949367089,0,29.7464788732394,6.58285714285714,0,3.72815533980582,0,1.33333333333333,0,"three"
4.86075949367089,9.33333333333333,10.8169014084507,2.19428571428571,0,5.59223300970874,0,0,0,"three"
4.86075949367089,14.6666666666667,4.05633802816901,0,2.74285714285714,5.59223300970874,0,0,0,"three"
9.72151898734177,5.33333333333333,0,0,8.22857142857143,0,0,0,0,"three"
0,0,0,0,9.6,0,0,0,0,"three"
0,0,0,0,15.0857142857143,0,0,0,0,"three"
7.29113924050633,4,0,0,0,1.86407766990291,0,0,0,"three"
0,0,0,7.68,12.3428571428571,0,0,0,0,"three"
4.86075949367089,14.6666666666667,1.35211267605634,0,4.11428571428571,0,0,0,0,"three"
2.43037974683544,24,0,0,0,0,0,0,0,"three"
2.43037974683544,0,101.408450704225,24.1371428571429,17.8285714285714,7.45631067961165,5.81818181818182,37.3333333333333,30.1176470588235,"three"
0,0,0,0,32.9142857142857,0,0,0,0,"three"
0,0,6.76056338028169,0,0,1.86407766990291,0,4,0,"three"
0,0,0,0,10.9714285714286,0,0,13.3333333333333,0,"three"
0,1.33333333333333,0,6.58285714285714,5.48571428571429,0,0,2.66666666666667,0,"three"
0,0,0,0,6.85714285714286,0,0,9.33333333333333,0,"three"
0,6.66666666666667,0,0,0,0,0,0,0,"three"
41.3164556962025,42.6666666666667,67.6056338028169,17.5542857142857,8.22857142857143,0,0,0,0,"three"
0,0,0,0,6.85714285714286,0,0,1.33333333333333,0,"three"
0,9.33333333333333,0,0,0,0,0,0,0,"three"
2.43037974683544,12,0,0,0,0,0,0,0,"three"
0,0,0,0,5.48571428571429,0,0,20,0,"three"
0,2.66666666666667,1.35211267605634,1.09714285714286,1.37142857142857,5.59223300970874,0,0,0,"three"
0,17.3333333333333,14.8732394366197,0,6.85714285714286,0,0,9.33333333333333,0,"three"
4.86075949367089,22.6666666666667,9.46478873239437,0,4.11428571428571,0,0,4,0,"three"
0,0,0,0,10.9714285714286,0,0,0,0,"three"
0,0,0,20.8457142857143,24.6857142857143,0,0,10.6666666666667,0,"three"
0,12,0,0,10.9714285714286,0,0,1.33333333333333,0,"three"
0,0,0,0,5.48571428571429,0,0,0,0,"three"
19.4430379746835,32,0,0,0,0,0,0,0,"three"
0,0,0,0,2.74285714285714,0,0,8,0,"three"
7.29113924050633,2.66666666666667,44.6197183098592,8.77714285714286,9.6,7.45631067961165,0,2.66666666666667,0,"three"
0,0,1.35211267605634,2.19428571428571,12.3428571428571,0,0,4,0,"three"
0,0,0,0,10.9714285714286,0,4.36363636363636,0,0,"three"
0,4,0,1.09714285714286,6.85714285714286,0,0,12,0,"three"
9.72151898734177,24,0,0,4.11428571428571,0,0,0,0,"three"
4.86075949367089,1.33333333333333,6.76056338028169,0,10.9714285714286,7.45631067961165,0,1.33333333333333,11.2941176470588,"three"
0,12,0,0,0,1.86407766990291,0,0,0,"three"
0,37.3333333333333,0,0,0,0,0,0,0,"three"
0,12,1.35211267605634,0,12.3428571428571,0,0,0,0,"three"
0,6.66666666666667,0,0,0,0,0,0,0,"three"
2.43037974683544,49.3333333333333,0,0,9.6,0,0,8,0,"three"
2.43037974683544,2.66666666666667,13.5211267605634,6.58285714285714,38.4,0,0,0,0,"three"
0,1.33333333333333,0,0,6.85714285714286,0,0,0,0,"three"
0,0,0,5.48571428571429,8.22857142857143,0,4.36363636363636,14.6666666666667,0,"three"
2.43037974683544,18.6666666666667,0,0,15.0857142857143,0,0,13.3333333333333,0,"three"
0,5.33333333333333,0,24.1371428571429,12.3428571428571,0,0,20,0,"three"
2.43037974683544,13.3333333333333,0,0,6.85714285714286,0,0,1.33333333333333,0,"three"
0,6.66666666666667,0,0,0,0,0,0,0,"three"
0,5.33333333333333,0,0,0,0,0,0,0,"three"
0,1.33333333333333,0,0,5.48571428571429,0,0,0,0,"three"
0,12,0,0,0,0,0,0,0,"three"
9.72151898734177,20,0,0,2.74285714285714,3.72815533980582,0,0,0,"three"
0,5.33333333333333,0,0,4.11428571428571,0,0,0,0,"three"
0,0,0,0,0,0,0,5.33333333333333,0,"three"
0,0,0,0,15.0857142857143,0,0,0,0,"three"
0,6.66666666666667,0,0,0,1.86407766990291,0,2.66666666666667,0,"three"
0,2.66666666666667,13.5211267605634,14.2628571428571,12.3428571428571,0,1.45454545454545,30.6666666666667,0,"three"
0,0,0,0,5.48571428571429,0,0,0,0,"three"
0,5.33333333333333,0,0,1.37142857142857,0,0,0,0,"three"
0,0,0,0,5.48571428571429,0,0,0,0,"three"
2.43037974683544,6.66666666666667,0,0,6.85714285714286,0,0,0,0,"three"
0,20,0,0,12.3428571428571,0,0,1.33333333333333,0,"three"
7.29113924050633,4,0,0,5.48571428571429,0,0,0,0,"three"
4.86075949367089,22.6666666666667,0,0,6.85714285714286,0,0,5.33333333333333,0,"three"
0,6.66666666666667,0,0,0,0,0,0,0,"three"
0,0,0,0,0,0,10.1818181818182,1.33333333333333,0,"three"
4.86075949367089,5.33333333333333,2.70422535211268,0,1.37142857142857,0,0,0,0,"three"
0,0,0,0,1.37142857142857,0,7.27272727272727,24,0,"three"
0,0,0,0,8.22857142857143,0,0,2.66666666666667,0,"three"
2.43037974683544,16,0,0,0,0,0,0,0,"three"
14.5822784810127,22.6666666666667,37.8591549295775,1.09714285714286,24.6857142857143,7.45631067961165,0,0,0,"three"
14.5822784810127,16,9.46478873239437,3.29142857142857,0,7.45631067961165,0,0,0,"three"
2.43037974683544,10.6666666666667,0,0,16.4571428571429,0,0,1.33333333333333,0,"three"
7.29113924050633,5.33333333333333,0,2.19428571428571,0,0,0,0,0,"three"
4.86075949367089,8,0,0,0,0,0,0,0,"three"
0,2.66666666666667,1.35211267605634,16.4571428571429,41.1428571428571,3.72815533980582,0,6.66666666666667,0,"three"
0,2.66666666666667,0,0,1.37142857142857,0,0,8,0,"three"
4.86075949367089,5.33333333333333,0,0,0,0,0,0,0,"three"
14.5822784810127,12,1.35211267605634,0,0,5.59223300970874,0,4,0,"three"
2.43037974683544,6.66666666666667,1.35211267605634,0,4.11428571428571,0,0,5.33333333333333,0,"three"
0,0,0,0,6.85714285714286,0,0,0,0,"three"
2.43037974683544,5.33333333333333,0,0,0,0,0,1.33333333333333,0,"three"
0,6.66666666666667,0,0,2.74285714285714,0,0,0,0,"three"
7.29113924050633,1.33333333333333,0,0,0,0,0,0,0,"three"
0,0,0,0,8.22857142857143,0,0,0,0,"three"
0,0,0,0,8.22857142857143,0,0,0,0,"three"
4.86075949367089,13.3333333333333,1.35211267605634,0,4.11428571428571,0,0,22.6666666666667,0,"three"
9.72151898734177,26.6666666666667,4.05633802816901,0,2.74285714285714,5.59223300970874,0,0,0,"three"
2.43037974683544,5.33333333333333,2.70422535211268,0,5.48571428571429,1.86407766990291,0,0,0,"three"
7.29113924050633,2.66666666666667,0,2.19428571428571,12.3428571428571,1.86407766990291,10.1818181818182,13.3333333333333,0,"three"
7.29113924050633,17.3333333333333,0,0,0,5.59223300970874,0,0,0,"three"
0,0,0,0,4.11428571428571,0,0,6.66666666666667,1.88235294117647,"three"
9.72151898734177,9.33333333333333,8.11267605633803,0,0,9.32038834951456,0,0,0,"three"
2.43037974683544,5.33333333333333,2.70422535211268,2.19428571428571,2.74285714285714,0,0,5.33333333333333,0,"three"
0,0,0,0,10.9714285714286,0,0,0,0,"three"
14.5822784810127,37.3333333333333,0,0,17.8285714285714,1.86407766990291,0,0,0,"three"
36.4556962025316,54.6666666666667,0,0,9.6,0,0,2.66666666666667,0,"three"
4.86075949367089,5.33333333333333,5.40845070422535,0,0,0,0,0,0,"three"
4.86075949367089,10.6666666666667,0,0,0,0,0,0,0,"three"
0,2.66666666666667,0,1.09714285714286,6.85714285714286,0,0,0,0,"three"
0,0,0,0,2.74285714285714,0,0,6.66666666666667,0,"three"
0,26.6666666666667,0,0,0,0,0,0,0,"three"
0,0,0,3.29142857142857,1.37142857142857,0,0,14.6666666666667,0,"three"
2.43037974683544,0,24.3380281690141,0,0,16.7766990291262,0,0,0,"three"
0,0,0,21.9428571428571,23.3142857142857,0,0,1.33333333333333,0,"three"
0,0,0,0,15.0857142857143,0,0,0,0,"three"
0,5.33333333333333,0,0,5.48571428571429,1.86407766990291,0,0,0,"three"
0,0,0,1.09714285714286,0,0,0,49.3333333333333,0,"three"
0,8,0,0,16.4571428571429,0,0,0,0,"three"
0,2.66666666666667,0,0,0,0,0,6.66666666666667,5.64705882352941,"three"
0,0,0,0,9.6,0,0,0,0,"three"
0,5.33333333333333,0,0,0,1.86407766990291,0,0,9.41176470588235,"three"
7.29113924050633,1.33333333333333,5.40845070422535,4.38857142857143,2.74285714285714,3.72815533980582,0,0,0,"three"
21.873417721519,8,1.35211267605634,0,0,0,0,1.33333333333333,0,"three"
9.72151898734177,5.33333333333333,2.70422535211268,0,4.11428571428571,0,0,0,0,"three"
0,0,0,0,0,0,0,9.33333333333333,0,"three"
2.43037974683544,5.33333333333333,0,0,1.37142857142857,0,0,0,0,"three"
0,0,0,5.48571428571429,1.37142857142857,0,0,0,0,"three"
31.5949367088608,36,12.169014084507,0,6.85714285714286,0,0,0,0,"three"
4.86075949367089,12,0,0,0,0,0,0,0,"three"
0,0,0,1.09714285714286,1.37142857142857,0,0,5.33333333333333,0,"three"
2.43037974683544,8,0,0,4.11428571428571,3.72815533980582,0,5.33333333333333,0,"three"
4.86075949367089,18.6666666666667,10.8169014084507,0,6.85714285714286,0,0,0,0,"three"
0,1.33333333333333,0,0,12.3428571428571,0,0,12,0,"three"
