Li,LM,AL,AM,PM,RL
0,70.7042253521127,0.8760907504363,3.40723981900452,0,0
2.01202404809619,3.53521126760563,0,18.1719457013575,0,0
0,0,0,19.3076923076923,0.906137184115524,0
0,0,0,13.6289592760181,0,0
0,10.6056338028169,16.6457242582897,0,0,0
0,0,0,17.0361990950226,0,0
0,0,0,29.5294117647059,0,0
2.01202404809619,0,0,27.2579185520362,0,0
4.02404809619238,38.887323943662,0,19.3076923076923,0,0
11.0661322645291,10.6056338028169,0,23.8506787330317,0,0
0,0,0,21.579185520362,0,0
0,0,9.6369982547993,3.40723981900452,0,0
1.0060120240481,0,0.8760907504363,17.0361990950226,0.906137184115524,1.0635593220339
0,7.07042253521127,0,17.0361990950226,0,0
0,0,0,15.9004524886878,0,0
0,42.4225352112676,0,0,0,0
1.0060120240481,0,0,13.6289592760181,0,0
1.0060120240481,3.53521126760563,0,28.393665158371,2.71841155234657,1.0635593220339
0,0,3.5043630017452,11.3574660633484,0,25.5254237288136
0,0,15.7696335078534,0,0,0
11.0661322645291,7.07042253521127,0,1.13574660633484,0,0
7.04208416833667,53.0281690140845,0,0,0,0
0,3.53521126760563,0,43.158371040724,0.906137184115524,1.0635593220339
8.04809619238477,10.6056338028169,0,13.6289592760181,0,0
0,3.53521126760563,0,23.8506787330317,1.81227436823105,0
1.0060120240481,70.7042253521127,0,0,0,0
5.03006012024048,42.4225352112676,0,6.81447963800905,0,0
0,0,66.7118644067797,0,0,0
0,0,29.2881355932203,0,0,0
2.53584905660377,12.507614213198,19.5254237288136,0,0,0
19.0188679245283,0,0,0,0,0
0,0,40.6779661016949,0,0,0
1.26792452830189,12.507614213198,1.6271186440678,0,0,0
0,0,1.6271186440678,10.752,0,61.0909090909091
1.26792452830189,0,43.9322033898305,5.376,1.84109589041096,0
0,14.7817258883249,0,150.528,0,0
13.9471698113208,1.13705583756345,1.6271186440678,0,0,0
0,0,0,0,0,24.7665847665848
0,0,17.8983050847458,0,0,0
2.53584905660377,19.3299492385787,3.25423728813559,0,0,0
0,3.41116751269036,22.7796610169492,0,0,1.65110565110565
0,1.13705583756345,24.4067796610169,0,0,1.65110565110565
21.5547169811321,12.507614213198,0,0,0,3.3022113022113
0,0,0,5.376,7.36438356164384,85.8574938574939
0,0,1.6271186440678,0,33.1397260273973,0
0,0,0,69.888,0,0
0,14.7817258883249,16.271186440678,5.376,3.68219178082192,0
0,0,0,145.152,1.84109589041096,0
0,23.8781725888325,1.6271186440678,0,0,0
0,15.4522613065327,20.9842519685039,0,0,0
0,89.6231155778895,20.9842519685039,0,0,0
0,33.9949748743719,11.2992125984252,0,0,1.77745664739884
0,20.0879396984925,1.61417322834646,0,0,0
0,27.8140703517588,0,0,0,0
0,18.5427135678392,14.5275590551181,0,0,0
0,0,3.22834645669291,11.1449752883031,0,0
0,37.0854271356784,0,28.3690280065898,0,0
0,84.9874371859297,33.8976377952756,5.06589785831961,7.96632124352332,0
0,32.4497487437186,1.61417322834646,0,1.59326424870466,0
1.81952662721893,35.5402010050251,0,1.01317957166392,0,0
0,33.9949748743719,6.45669291338583,0,3.18652849740933,0
0,18.5427135678392,0,4.05271828665568,1.59326424870466,0
0,27.8140703517588,8.07086614173228,11.1449752883031,4.77979274611399,0
14.5562130177515,38.6306532663317,6.45669291338583,0,0,0
0,23.178391959799,12.9133858267717,0,0,0
0,29.3592964824121,3.22834645669291,3.03953871499176,3.18652849740933,0
0,0,6.45669291338583,17.2240527182867,0,0
0,32.4497487437186,3.22834645669291,21.2767710049423,0,0
0,84.9874371859297,1.61417322834646,1.01317957166392,0,0
0,13.9070351758794,20.9842519685039,0,0,0
0,32.4497487437186,0,0,0,0
0,18.5427135678392,4.84251968503937,0,0,0
0,26.2688442211055,3.22834645669291,0,0,0
0,20.0879396984925,3.22834645669291,7.09225700164745,0,0
0,20.0879396984925,3.22834645669291,0,0,0
0,64.8994974874372,11.2992125984252,0,0,1.77745664739884
3.63905325443787,16.9974874371859,3.22834645669291,1.01317957166392,0,0
0,0,17.755905511811,0,0,0
0,15.4522613065327,17.755905511811,3.03953871499176,0,0
0,0,0,11.1449752883031,0,0
0,18.5427135678392,1.61417322834646,0,0,0
0,0,1.61417322834646,4.05271828665568,25.4922279792746,0
0,21.6331658291457,0,1.01317957166392,0,0
1.81952662721893,60.2638190954774,22.5984251968504,0,0,0
0,16.9974874371859,14.5275590551181,8.10543657331137,0,0
0,18.5427135678392,1.61417322834646,0,0,0
1.81952662721893,16.9974874371859,3.22834645669291,7.09225700164745,0,0
0,54.0829145728643,8.07086614173228,0,0,3.55491329479769
0,10.8165829145729,17.755905511811,0,1.59326424870466,0
0,23.178391959799,3.22834645669291,19.2504118616145,1.59326424870466,0
0,0,38.740157480315,0,0,0
0,33.9949748743719,8.07086614173228,0,0,0
0,26.2688442211055,1.61417322834646,0,0,0
1.81952662721893,0,67.7952755905512,0,0,1.77745664739884
0,0,4.84251968503937,43.5667215815486,0,0
0,103.530150753769,6.45669291338583,0,0,0
0,0,17.755905511811,0,0,1.77745664739884
7.27810650887574,52.5376884422111,0,1.01317957166392,0,0
1.81952662721893,0,24.2125984251969,0,0,0
0,0,0,14.1845140032949,0,0
0,9.2713567839196,106.535433070866,1.01317957166392,0,14.2196531791908
1.81952662721893,0,0,24.3163097199341,4.77979274611399,0
0,0,0,14.1845140032949,0,0
20.0147928994083,0,0,2.02635914332784,0,0
0,0,0,15.1976935749588,0,0
0,18.5427135678392,3.22834645669291,8.10543657331137,0,0
29.112426035503,0,0,12.1581548599671,0,0
0,0,1.61417322834646,36.4744645799012,0,0
1.81952662721893,6.18090452261307,19.3700787401575,0,0,0
0,0,0,30.3953871499176,0,0
0,27.8140703517588,0,2.02635914332784,0,0
36.3905325443787,16.9974874371859,0,27.3558484349259,1.59326424870466,0
