Li,LM,AL,AM,PM,RL
1.0060120240481,10.6056338028169,9.6369982547993,1.13574660633484,0,0
0,102.521126760563,13.1413612565445,0,0,0
2.01202404809619,31.8169014084507,14.8935427574171,1.13574660633484,0,0
0,3.53521126760563,17.521815008726,10.2217194570136,0,0
0,31.8169014084507,33.2914485165794,3.40723981900452,2.71841155234657,1.0635593220339
1.0060120240481,42.4225352112676,5.2565445026178,2.27149321266968,0,0
0,3.53521126760563,22.7783595113438,7.95022624434389,2.71841155234657,2.1271186440678
0,0,0,78.3665158371041,6.34296028880866,0
0,0,0,22.7149321266968,0.906137184115524,0
0,70.7042253521127,6.1326352530541,0,0,0
0,60.0985915492958,0,6.81447963800905,0,0
0,3.53521126760563,0,72.6877828054299,0,0
0,0,0,123.796380090498,0,0
1.0060120240481,17.6760563380282,25.4066317626527,3.40723981900452,3.62454873646209,4.25423728813559
0,17.6760563380282,51.6893542757417,2.27149321266968,3.62454873646209,0
0,0,0,24.9864253393665,0,0
0,24.7464788732394,0,15.9004524886878,0.906137184115524,0
0,0,1.7521815008726,39.7511312217195,0.906137184115524,0
0,0,0,39.7511312217195,0.906137184115524,0
0,0,0,14.7647058823529,0,0
0,21.2112676056338,17.521815008726,2.27149321266968,3.62454873646209,0
2.01202404809619,0,0,15.9004524886878,2.71841155234657,0
0,77.7746478873239,12.2652705061082,0,0.906137184115524,0
0,35.3521126760563,24.5305410122164,3.40723981900452,0,0
0,3.53521126760563,0,30.6651583710407,0,1.0635593220339
0,3.53521126760563,0,60.1945701357466,0,0
5.03006012024048,24.7464788732394,12.2652705061082,18.1719457013575,0.906137184115524,0
0,38.887323943662,11.3891797556719,0,0,0
1.0060120240481,38.887323943662,20.1500872600349,20.4434389140271,1.81227436823105,0
0,49.4929577464789,4.3804537521815,2.27149321266968,0.906137184115524,2.1271186440678
0,0,0,27.2579185520362,2.71841155234657,0
0,7.07042253521127,32.4153577661431,0,0,0
0,42.4225352112676,2.6282722513089,0,0,0
0,35.3521126760563,0.8760907504363,23.8506787330317,0.906137184115524,0
0,0,0,43.158371040724,9.06137184115524,0
1.0060120240481,17.6760563380282,14.0174520069808,4.54298642533937,0.906137184115524,0
0,7.07042253521127,12.2652705061082,4.54298642533937,2.71841155234657,0
0,42.4225352112676,1.7521815008726,40.8868778280543,0,6.38135593220339
0,60.0985915492958,3.5043630017452,1.13574660633484,1.81227436823105,0
0,10.6056338028169,12.2652705061082,0,0,0
0,0,0,15.9004524886878,0,0
0,42.4225352112676,3.5043630017452,2.27149321266968,0,0
0,0,0,18.1719457013575,0,7.44491525423729
1.0060120240481,0,0,12.4932126696833,0,0
15.0901803607214,24.7464788732394,0,15.9004524886878,0,0
1.0060120240481,0,0.8760907504363,13.6289592760181,0,0
0,45.9577464788732,0,0,1.81227436823105,0
0,63.6338028169014,7.8848167539267,2.27149321266968,0.906137184115524,0
0,0,10.5130890052356,4.54298642533937,0,0
0,0,0,12.4932126696833,0,1.0635593220339
1.0060120240481,0,0,20.4434389140271,0,0
0,0,0,43.158371040724,0,0
0,53.0281690140845,6.1326352530541,0,0,0
0,0,0,39.7511312217195,0,0
0,180.295774647887,19.2739965095986,0,0.906137184115524,0
0,17.6760563380282,41.1762652705061,1.13574660633484,0,0
1.0060120240481,3.53521126760563,0,61.3303167420815,0.906137184115524,0
0,24.7464788732394,37.6719022687609,1.13574660633484,0.906137184115524,0
0,0,0,19.3076923076923,0.906137184115524,0
0,74.2394366197183,0,7.95022624434389,3.62454873646209,0
0,0,0,21.579185520362,0,0
1.0060120240481,98.9859154929577,19.2739965095986,2.27149321266968,2.71841155234657,3.19067796610169
0,49.4929577464789,0,13.6289592760181,0.906137184115524,0
0,0,0,32.9366515837104,0,0
0,17.6760563380282,7.0087260034904,20.4434389140271,2.71841155234657,0
0,183.830985915493,2.6282722513089,2.27149321266968,0,0
0,74.2394366197183,5.2565445026178,1.13574660633484,0,0
0,14.1408450704225,50.8132635253054,19.3076923076923,0,0
0,28.2816901408451,26.282722513089,0,5.43682310469314,1.0635593220339
1.0060120240481,31.8169014084507,23.6544502617801,32.9366515837104,2.71841155234657,0
0,74.2394366197183,0,1.13574660633484,0.906137184115524,0
0,0,0.8760907504363,17.0361990950226,0.906137184115524,0
0,91.9154929577465,6.1326352530541,0,0,0
0,84.8450704225352,14.0174520069808,0,0,0
0,0,0,23.8506787330317,0,0
0,70.7042253521127,10.5130890052356,2.27149321266968,0,1.0635593220339
0,17.6760563380282,0,39.7511312217195,0,0
0,102.521126760563,0.8760907504363,0,0,0
0,7.07042253521127,21.9022687609075,2.27149321266968,0,0
0,0,0,118.117647058824,0,0
1.0060120240481,219.183098591549,57.8219895287958,4.54298642533937,0,0
0,67.169014084507,1.7521815008726,19.3076923076923,13.5920577617329,0
0,0,0,19.3076923076923,6.34296028880866,0
0,0,0,17.0361990950226,1.81227436823105,0
14.0841683366733,0,0,6.81447963800905,3.62454873646209,0
0,3.53521126760563,0,13.6289592760181,0.906137184115524,0
0,0,0,17.0361990950226,5.43682310469314,0
0,7.07042253521127,3.5043630017452,12.4932126696833,2.71841155234657,0
1.0060120240481,60.0985915492958,7.0087260034904,3.40723981900452,12.6859205776173,0
0,10.6056338028169,2.6282722513089,0,0,15.9533898305085
0,0,16.6457242582897,1.13574660633484,0.906137184115524,0
0,38.887323943662,5.2565445026178,1.13574660633484,0,0
0,67.169014084507,9.6369982547993,2.27149321266968,0.906137184115524,0
1.0060120240481,0,0,31.8009049773756,0,0
