"OFC","Motor","Rstr","SSctx","Cstr","Amyg","VisIp","VisC","AudC","Thal","Tect"
0,0,0,0,19.0062111801242,0,0,0,0,79.8849557522124,0
0,0,14.1230769230769,0,36.111801242236,3.68674698795181,1.6020942408377,2.10309278350515,45.3333333333333,0,0
0,0,0,0,0,25.8072289156626,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44.6814159292035,0
0,0,0,0,11.4037267080745,0,0,0,0,46.0353982300885,0
0,0,0,0,0,181.879518072289,0,0,0,0,0
0,0,0,0,0,0,0,2.10309278350515,24.9333333333333,0,0
0,0,0,0,0,0,0,0,0,166.53982300885,0
0,0,24.7153846153846,0,15.2049689440994,79.8795180722892,0,0,0,0,1
0,0,0,0,0,0,0,0,0,83.9469026548672,114
0,0,0,0,1.90062111801242,0,0,0,0,17.6017699115044,0
0,0,0,0,1.90062111801242,0,0,0,64.6,0,0
2.08163265306122,0,8.23846153846154,0,20.9068322981366,0,0,7.36082474226804,105.4,0,0
0,0,0,0,3.80124223602484,0,0,0,17,0,0
0,0,82.3846153846154,0,34.2111801242236,7.37349397590361,6.40837696335079,0,70.2666666666667,0,0
0,0,0,0,7.60248447204969,0,0,0,0,50.0973451327434,0
0,0,0,0,9.50310559006211,24.578313253012,1.6020942408377,0,29.4666666666667,0,0
0,0,0,0,0,0,0,0,0,24.3716814159292,0
0,3.73170731707317,0,125.494382022472,0,0,0,0,0,0,0
0,0,0,41.2584269662921,1.90062111801242,0,0,0,0,0,0
0,0,14.1230769230769,0,57.0186335403727,6.14457831325301,1.6020942408377,0,0,0,0
0,0,50.6076923076923,6.87640449438202,43.7142857142857,0,169.821989528796,8.41237113402062,119,0,0
0,0,0,0,0,0,0,0,0,124.566371681416,324
0,0,0,0,72.2236024844721,0,0,0,0,170.601769911504,364
0,0,0,0,9.50310559006211,0,0,0,26.0666666666667,0,0
0,0,0,0,13.304347826087,0,0,0,26.0666666666667,0,1
0,0,14.1230769230769,1.71910112359551,70.3229813664596,2.4578313253012,65.6858638743456,21.0309278350515,0,0,0
0,0,0,0,106.434782608696,0,1.6020942408377,1.05154639175258,113.333333333333,0,0
0,0,0,0,9.50310559006211,0,0,0,172.266666666667,0,0
0,0,0,0,3.80124223602484,0,0,0,0,132.690265486726,87
0,0,0,0,0,18.433734939759,0,0,0,0,0
0,7.46341463414634,0,0,7.60248447204969,6.14457831325301,0,6.30927835051546,69.1333333333333,0,1
0,0,0,0,17.1055900621118,0,0,0,0,147.58407079646,2
122.816326530612,0,2.35384615384615,0,0,30.7228915662651,1.6020942408377,0,0,0,2
0,0,52.9615384615385,0,123.540372670807,18.433734939759,3.20418848167539,0,24.9333333333333,0,0
0,0,0,0,0,0,0,6.30927835051546,64.6,0,0
0,0,0,0,32.3105590062112,0,0,0,0,51.4513274336283,0
0,0,0,0,20.9068322981366,0,0,0,0,119.150442477876,231
