PFC,ORB,MO,SS,ACA,PTL,VIS,RSC,OLF,vStr,dStr,brain,EC
0,2.953846154,0,0,0,0,27.648,10.66666667,20.36363636,0,4.114285714,two,MEC
12.38709677,1.476923077,0,2.169491525,0,0,0,0,388.3636364,139.2,43.88571429,two,LEC
0,5.907692308,3.84,16.27118644,0,7.836734694,55.296,23.11111111,23.27272727,7.2,6.857142857,two,MEC
0,0,1.92,0,5.12,0,0,1.777777778,14.54545455,1.2,5.485714286,two,MEC
18.58064516,2.953846154,1.92,0,7.68,0,0,0,112,40.8,19.2,two,LEC
0,0,19.2,43.38983051,30.72,11.75510204,56.832,65.77777778,10.18181818,1.2,4.114285714,two,MEC
0,0,11.52,3.254237288,2.56,0,6.144,42.66666667,32,30,17.82857143,two,MEC
15.48387097,2.953846154,0,0,0,0,0,0,160,42,34.28571429,two,LEC
0,0,0,11.93220339,0,0,4.608,0,216.7272727,103.2,2.742857143,two,LEC
9.290322581,1.476923077,0,0,0,0,0,0,65.45454545,24,27.42857143,two,MEC
6.193548387,1.476923077,17.28,3.254237288,0,0,16.896,35.55555556,40.72727273,40.8,68.57142857,two,MEC
0,5.907692308,0,0,0,39.18367347,70.656,33.77777778,0,0,31.54285714,two,MEC
0,0,0,35.79661017,0,15.67346939,16.896,8.888888889,0,2.4,42.51428571,two,MEC
3.096774194,16.24615385,9.6,67.25423729,0,101.877551,81.408,39.11111111,17.45454545,7.2,98.74285714,two,MEC
0,0,1.92,4.338983051,0,3.918367347,18.432,26.66666667,8.727272727,0,0,two,MEC
9.290322581,1.476923077,1.92,2.169491525,2.56,0,35.328,53.33333333,34.90909091,50.4,69.94285714,two,MEC
0,0,1.92,14.10169492,0,31.34693878,72.192,1.777777778,4.363636364,0,45.25714286,two,MEC
21.67741935,1.476923077,0,0,0,0,0,0,216.7272727,49.2,34.28571429,two,LEC
9.290322581,7.384615385,9.6,5.423728814,0,23.51020408,50.688,8.888888889,55.27272727,8.4,39.77142857,two,MEC
0,1.476923077,0,0,5.12,0,3.072,7.111111111,90.18181818,40.8,17.82857143,two,MEC
3.096774194,10.33846154,0,1.084745763,0,3.918367347,36.864,35.55555556,33.45454545,1.2,0,two,MEC
0,0,5.76,33.62711864,0,11.75510204,4.608,10.66666667,1.454545455,0,116.5714286,two,MEC
0,0,0,5.423728814,0,3.918367347,7.68,5.333333333,13.09090909,20.4,19.2,two,MEC
6.193548387,8.861538462,0,10.84745763,0,7.836734694,3.072,0,114.9090909,67.2,19.2,two,MEC
0,2.953846154,17.28,15.18644068,0,7.836734694,7.68,7.111111111,5.818181818,10.8,56.22857143,two,MEC
52.64516129,0,5.76,5.423728814,10.24,3.918367347,1.536,3.555555556,285.0909091,82.8,46.62857143,two,MEC
34.06451613,1.476923077,0,0,0,0,0,0,77.09090909,33.6,53.48571429,two,LEC
55.74193548,1.476923077,11.52,5.423728814,7.68,7.836734694,6.144,12.44444444,190.5454545,92.4,116.5714286,two,LEC
12.38709677,17.72307692,13.44,11.93220339,17.92,0,1.536,0,106.1818182,31.2,64.45714286,two,MEC
0,0,5.76,5.423728814,0,39.18367347,59.904,16,4.363636364,3.6,144,two,MEC
0,1.476923077,11.52,3.254237288,0,0,6.144,21.33333333,30.54545455,3.6,67.2,two,MEC
12.38709677,2.953846154,0,0,5.12,0,0,0,187.6363636,76.8,32.91428571,two,LEC
30.96774194,4.430769231,17.28,0,2.56,0,10.752,0,164.3636364,62.4,63.08571429,two,MEC
0,0,1.92,23.86440678,0,19.59183673,102.912,3.555555556,11.63636364,0,2.742857143,two,MEC
12.38709677,2.953846154,30.72,42.30508475,7.68,11.75510204,23.04,1.777777778,68.36363636,51.6,157.7142857,two,MEC
0,0,0,1.084745763,0,0,16.896,0,78.54545455,12,53.48571429,two,MEC
9.290322581,1.476923077,3.84,5.423728814,0,7.836734694,0,1.777777778,20.36363636,2.4,30.17142857,two,MEC
12.38709677,0,0,0,0,0,0,0,91.63636364,69.6,19.2,two,MEC
0,0,0,4.338983051,0,0,6.144,0,138.1818182,22.8,61.71428571,two,MEC
0,2.953846154,0,8.677966102,0,19.59183673,44.544,10.66666667,39.27272727,1.2,19.2,two,MEC
0,1.476923077,9.6,7.593220339,0,7.836734694,15.36,7.111111111,17.45454545,0,28.8,two,MEC
3.096774194,0,1.92,2.169491525,0,7.836734694,30.72,21.33333333,0,0,0,two,MEC
0,4.430769231,3.84,3.254237288,0,0,7.68,0,32,7.2,23.31428571,two,MEC
12.38709677,0,49.92,56.40677966,12.8,66.6122449,84.48,30.22222222,39.27272727,36,35.65714286,two,MEC
61.93548387,0,0,0,7.68,3.918367347,19.968,7.111111111,43.63636364,1.2,0,two,MEC
18.58064516,10.33846154,15.36,6.508474576,30.72,35.26530612,76.8,44.44444444,4.363636364,0,32.91428571,two,MEC
0,0,15.36,57.49152542,0,70.53061224,49.152,1.777777778,1.454545455,0,6.857142857,two,MEC
0,0,0,0,0,0,9.216,3.555555556,8.727272727,4.8,30.17142857,two,MEC
0,0,0,1.084745763,0,0,1.536,5.333333333,42.18181818,52.8,12.34285714,two,MEC
0,0,0,0,0,3.918367347,36.864,0,0,0,0,two,MEC
0,1.476923077,0,0,0,0,69.12,56.88888889,18.90909091,12,65.82857143,two,MEC
0,0,5.76,0,0,0,0,0,0,0,0,two,MEC
0,0,0,0,0,23.51020408,107.52,35.55555556,0,0,0,two,MEC
6.193548387,1.476923077,3.84,3.254237288,0,3.918367347,15.36,0,13.09090909,14.4,15.08571429,two,MEC
0,0,0,1.084745763,0,11.75510204,6.144,3.555555556,0,0,10.97142857,two,MEC
18.58064516,0,11.52,32.54237288,5.12,23.51020408,38.4,1.777777778,0,0,16.45714286,two,MEC
3.096774194,4.430769231,1.92,0,2.56,0,6.144,0,34.90909091,9.6,26.05714286,two,MEC
9.290322581,8.861538462,40.32,3.254237288,7.68,3.918367347,13.824,12.44444444,4.363636364,2.4,1.371428571,two,MEC
0,1.476923077,9.6,7.593220339,0,7.836734694,32.256,10.66666667,23.27272727,4.8,0,two,MEC
12.38709677,11.81538462,0,0,2.56,0,0,0,42.18181818,56.4,48,two,MEC
0,0,0,4.338983051,0,11.75510204,0,3.555555556,1.454545455,0,6.857142857,two,MEC
0,0,0,0,0,7.836734694,64.512,40.88888889,0,0,0,two,MEC
6.193548387,5.907692308,3.84,0,5.12,0,0,0,78.54545455,6,12.34285714,two,MEC
27.87096774,5.907692308,13.44,3.254237288,7.68,11.75510204,9.216,21.33333333,55.27272727,60,19.2,two,MEC
0,0,5.76,0,2.56,0,0,12.44444444,4.363636364,4.8,69.94285714,two,MEC
12.38709677,8.861538462,3.84,1.084745763,0,0,0,0,106.1818182,75.6,23.31428571,two,MEC
21.67741935,2.953846154,15.36,1.084745763,0,0,1.536,0,525.0909091,222,112.4571429,two,MEC
0,1.476923077,0,23.86440678,0,3.918367347,35.328,12.44444444,13.09090909,0,30.17142857,two,MEC
34.06451613,7.384615385,13.44,0,0,0,0,0,212.3636364,81.6,145.3714286,two,LEC
0,0,0,4.338983051,0,39.18367347,19.968,1.777777778,0,0,19.2,two,MEC
24.77419355,11.81538462,32.64,8.677966102,0,0,0,0,120.7272727,39.6,175.5428571,two,LEC
0,0,0,17.3559322,0,11.75510204,32.256,3.555555556,0,0,1.371428571,two,MEC
6.193548387,0,23.04,0,2.56,0,3.072,26.66666667,48,13.2,28.8,two,MEC
0,0,0,0,0,0,18.432,3.555555556,30.54545455,0,245.4857143,two,MEC
0,0,0,0,0,0,1.536,39.11111111,0,0,0,two,MEC
0,0,0,5.423728814,0,23.51020408,64.512,3.555555556,11.63636364,1.2,6.857142857,two,MEC
21.67741935,4.430769231,0,2.169491525,0,0,0,0,184.7272727,67.2,32.91428571,two,LEC
3.096774194,0,17.28,8.677966102,2.56,15.67346939,16.896,8.888888889,17.45454545,0,2.742857143,two,MEC
6.193548387,5.907692308,0,1.084745763,0,3.918367347,0,0,30.54545455,18,1.371428571,two,MEC
0,1.476923077,7.68,5.423728814,5.12,15.67346939,67.584,24.88888889,0,7.2,24.68571429,two,MEC
0,0,1.92,5.423728814,5.12,15.67346939,15.36,14.22222222,5.818181818,0,34.28571429,two,MEC
12.38709677,2.953846154,3.84,6.508474576,0,19.59183673,18.432,23.11111111,14.54545455,16.8,24.68571429,two,MEC
0,2.953846154,0,4.338983051,0,15.67346939,32.256,8.888888889,43.63636364,7.2,24.68571429,two,MEC
0,1.476923077,0,4.338983051,0,3.918367347,0,5.333333333,0,0,1.371428571,two,MEC
30.96774194,33.96923077,0,0,0,0,0,0,177.4545455,37.2,4.114285714,two,LEC
0,0,0,17.3559322,0,35.26530612,13.824,5.333333333,0,1.2,12.34285714,two,MEC
34.06451613,2.953846154,0,0,0,0,0,0,142.5454545,26.4,37.02857143,two,LEC
0,1.476923077,5.76,3.254237288,0,11.75510204,39.936,3.555555556,81.45454545,33.6,46.62857143,two,MEC
3.096774194,1.476923077,0,16.27118644,0,7.836734694,12.288,0,33.45454545,4.8,30.17142857,two,MEC
0,7.384615385,0,4.338983051,0,0,6.144,0,34.90909091,74.4,10.97142857,two,MEC
0,0,1.92,8.677966102,0,3.918367347,0,0,61.09090909,26.4,27.42857143,two,LEC
0,0,7.68,3.254237288,0,0,18.432,28.44444444,1.454545455,6,0,two,MEC
34.06451613,5.907692308,0,121.4915254,2.56,15.67346939,1.536,0,481.4545455,339.6,438.8571429,two,LEC
6.193548387,0,0,5.423728814,0,0,1.536,0,14.54545455,15.6,15.08571429,two,MEC
3.096774194,0,7.68,15.18644068,15.36,58.7755102,23.04,7.111111111,0,0,2.742857143,two,MEC
0,0,0,2.169491525,0,27.42857143,30.72,23.11111111,0,0,37.02857143,two,MEC
0,4.430769231,0,15.18644068,0,7.836734694,10.752,3.555555556,13.09090909,8.4,8.228571429,two,MEC
6.193548387,2.953846154,7.68,0,0,0,0,0,113.4545455,58.8,58.97142857,two,LEC
9.290322581,1.476923077,5.76,10.84745763,0,0,23.04,0,240,109.2,127.5428571,two,LEC
3.096774194,5.907692308,5.76,2.169491525,0,0,0,0,39.27272727,20.4,23.31428571,two,MEC
3.096774194,0,19.2,50.98305085,0,0,1.536,8.888888889,5.818181818,3.6,12.34285714,two,MEC
30.96774194,42.83076923,1.92,9.762711864,0,7.836734694,7.68,0,27.63636364,10.8,17.82857143,two,MEC
6.193548387,4.430769231,13.44,49.89830508,2.56,15.67346939,23.04,1.777777778,56.72727273,28.8,43.88571429,two,MEC
0,0,0,0,0,0,30.72,1.777777778,0,0,0,two,MEC
0,0,3.84,0,0,0,7.68,17.77777778,11.63636364,6,0,two,MEC
6.193548387,2.953846154,0,0,0,0,0,0,145.4545455,76.8,34.28571429,two,LEC
0,0,0,0,0,0,0,12.44444444,0,0,0,two,MEC
21.67741935,10.33846154,17.28,6.508474576,2.56,7.836734694,7.68,0,128,98.4,207.0857143,two,LEC
0,0,7.68,52.06779661,2.56,43.10204082,52.224,0,26.18181818,21.6,46.62857143,two,MEC
21.67741935,29.53846154,36.48,29.28813559,7.68,0,3.072,1.777777778,88.72727273,115.2,128.9142857,two,MEC
6.193548387,0,0,0,0,0,0,0,0,0,0,two,MEC
3.096774194,5.907692308,11.52,0,0,0,0,0,260.3636364,163.2,15.08571429,two,LEC
0,1.476923077,7.68,82.44067797,0,15.67346939,1.536,16,1.454545455,0,4.114285714,two,MEC
6.193548387,0,0,0,0,0,0,0,62.54545455,51.6,6.857142857,two,MEC
0,0,17.28,21.69491525,0,23.51020408,35.328,32,0,0,0,two,MEC
0,0,0,0,20.48,7.836734694,13.824,7.111111111,7.272727273,2.4,49.37142857,two,MEC
3.096774194,4.430769231,11.52,3.254237288,17.92,11.75510204,16.896,1.777777778,7.272727273,1.2,0,two,MEC
9.290322581,8.861538462,15.36,44.47457627,5.12,0,12.288,3.555555556,126.5454545,22.8,149.4857143,two,LEC
6.193548387,7.384615385,74.88,13.01694915,15.36,7.836734694,90.624,53.33333333,59.63636364,21.6,63.08571429,two,MEC
3.096774194,16.24615385,1.92,0,5.12,0,9.216,0,42.18181818,9.6,23.31428571,two,MEC
15.48387097,5.907692308,34.56,37.96610169,38.4,39.18367347,66.048,23.11111111,7.272727273,2.4,32.91428571,two,MEC
0,0,36.48,53.15254237,0,39.18367347,92.16,49.77777778,21.81818182,1.2,8.228571429,two,MEC
0,1.476923077,9.6,41.22033898,0,35.26530612,12.288,7.111111111,0,0,39.77142857,two,MEC
0,0,19.2,27.11864407,0,11.75510204,36.864,39.11111111,64,15.6,6.857142857,two,MEC
46.4516129,5.907692308,3.84,30.37288136,0,3.918367347,0,0,110.5454545,98.4,30.17142857,two,MEC
27.87096774,1.476923077,24.96,20.61016949,7.68,19.59183673,0,3.555555556,50.90909091,116.4,93.25714286,two,MEC
0,0,3.84,21.69491525,0,7.836734694,4.608,0,48,48,139.8857143,two,MEC
0,0,5.76,8.677966102,5.12,0,0,12.44444444,68.36363636,18,112.4571429,two,MEC
0,0,0,5.423728814,0,11.75510204,53.76,7.111111111,0,0,0,two,MEC
6.193548387,7.384615385,0,0,0,0,0,0,20.36363636,9.6,38.4,two,MEC
0,0,7.68,6.508474576,0,3.918367347,9.216,5.333333333,0,0,32.91428571,two,MEC
3.096774194,11.81538462,0,14.10169492,0,15.67346939,43.008,0,146.9090909,20.4,13.71428571,two,MEC
0,0,0,2.169491525,7.68,7.836734694,27.648,0,0,0,1.371428571,two,MEC
3.096774194,16.24615385,32.64,72.6779661,2.56,11.75510204,44.544,51.55555556,146.9090909,52.8,106.9714286,two,MEC
0,7.384615385,9.6,9.762711864,0,7.836734694,0,32,388.3636364,188.4,79.54285714,two,LEC
24.77419355,1.476923077,28.8,39.05084746,0,39.18367347,26.112,51.55555556,30.54545455,46.8,207.0857143,two,MEC
0,0,0,2.169491525,0,3.918367347,18.432,0,0,0,2.742857143,two,MEC
0,0,0,0,0,15.67346939,24.576,7.111111111,4.363636364,0,71.31428571,two,MEC
6.193548387,2.953846154,11.52,6.508474576,0,15.67346939,26.112,44.44444444,97.45454545,64.8,4.114285714,two,MEC
0,0,13.44,19.52542373,5.12,58.7755102,41.472,78.22222222,11.63636364,6,39.77142857,two,MEC
40.25806452,5.907692308,7.68,5.423728814,12.8,11.75510204,21.504,19.55555556,112,172.8,37.02857143,two,MEC
12.38709677,2.953846154,19.2,56.40677966,15.36,11.75510204,0,1.777777778,7.272727273,1.2,26.05714286,two,MEC
0,1.476923077,9.6,7.593220339,2.56,58.7755102,76.8,1.777777778,29.09090909,0,23.31428571,two,MEC
0,0,0,1.084745763,0,7.836734694,44.544,1.777777778,0,0,0,two,MEC
6.193548387,13.29230769,36.48,9.762711864,0,31.34693878,61.44,21.33333333,93.09090909,72,58.97142857,two,MEC
0,0,0,2.169491525,2.56,58.7755102,84.48,37.33333333,1.454545455,0,1.371428571,two,MEC
0,2.953846154,0,66.16949153,0,141.0612245,39.936,0,1.454545455,2.4,64.45714286,two,MEC
0,33.96923077,0,0,0,0,1.536,0,21.81818182,16.8,80.91428571,two,MEC
0,0,0,0,0,0,0,7.111111111,0,0,0,two,MEC
0,0,1.92,1.084745763,0,0,23.04,0,0,0,5.485714286,two,MEC
9.290322581,1.476923077,28.8,101.9661017,10.24,23.51020408,73.728,49.77777778,33.45454545,16.8,198.8571429,two,MEC
0,0,1.92,1.084745763,0,0,1.536,7.111111111,0,0,0,two,MEC
0,0,3.84,15.18644068,0,19.59183673,132.096,0,0,0,74.05714286,two,MEC
6.193548387,7.384615385,0,6.508474576,0,0,0,0,56.72727273,26.4,35.65714286,two,MEC
21.67741935,4.430769231,0,0,0,0,0,0,206.5454545,61.2,28.8,two,LEC
9.290322581,0,19.2,44.47457627,0,7.836734694,30.72,14.22222222,20.36363636,16.8,6.857142857,two,MEC
0,0,0,9.762711864,0,0,0,0,186.1818182,102,141.2571429,two,LEC
15.48387097,0,3.84,0,0,0,0,0,112,48,75.42857143,two,MEC
3.096774194,16.24615385,1.92,1.084745763,0,0,0,0,40.72727273,36,38.4,two,MEC
0,2.953846154,1.92,11.93220339,0,0,0,0,341.8181818,22.8,17.82857143,two,LEC
3.096774194,4.430769231,21.12,11.93220339,2.56,0,0,1.777777778,133.8181818,31.2,90.51428571,two,MEC
0,0,1.92,13.01694915,0,11.75510204,23.04,0,4.363636364,1.2,12.34285714,two,MEC
0,1.476923077,3.84,19.52542373,12.8,0,1.536,16,37.81818182,0,67.2,two,MEC
6.193548387,0,3.84,1.084745763,23.04,0,3.072,28.44444444,66.90909091,24,4.114285714,two,MEC
0,7.384615385,0,0,0,0,1.536,0,168.7272727,56.4,52.11428571,two,LEC
3.096774194,0,1.92,6.508474576,7.68,15.67346939,81.408,53.33333333,1.454545455,0,12.34285714,two,MEC
0,0,0,4.338983051,0,3.918367347,21.504,0,0,0,12.34285714,two,MEC
0,0,0,0,0,0,4.608,8.888888889,2.909090909,0,4.114285714,two,MEC
0,0,11.52,23.86440678,0,23.51020408,21.504,16,5.818181818,0,108.3428571,two,MEC
3.096774194,13.29230769,0,0,5.12,0,0,0,50.90909091,72,16.45714286,two,MEC
24.77419355,2.953846154,0,0,0,0,0,0,87.27272727,40.8,2.742857143,two,MEC
0,0,0,0,0,0,0,21.33333333,0,0,0,two,MEC
27.87096774,5.907692308,1.92,2.169491525,0,0,0,0,199.2727273,14.4,54.85714286,two,LEC
6.193548387,1.476923077,0,0,0,0,0,0,161.4545455,108,117.9428571,two,LEC
0,0,0,0,0,7.836734694,12.288,7.111111111,8.727272727,0,21.94285714,two,MEC
0,0,0,3.254237288,0,47.02040816,98.304,0,1.454545455,0,57.6,two,MEC
0,0,0,0,0,0,0,5.333333333,72.72727273,94.8,39.77142857,two,MEC
6.193548387,2.953846154,0,1.084745763,0,3.918367347,19.968,10.66666667,122.1818182,171.6,56.22857143,two,LEC
0,0,0,0,0,0,6.144,14.22222222,7.272727273,0,4.114285714,two,MEC
0,0,0,1.084745763,0,137.1428571,30.72,0,0,0,63.08571429,two,MEC
0,0,17.28,0,10.24,0,12.288,104.8888889,0,0,57.6,two,MEC
0,2.953846154,0,3.254237288,0,31.34693878,55.296,16,2.909090909,0,0,two,MEC
0,0,0,0,0,0,4.608,5.333333333,0,0,16.45714286,two,MEC
0,19.2,0,7.593220339,0,11.75510204,26.112,0,72.72727273,15.6,80.91428571,two,MEC
15.48387097,14.76923077,0,2.169491525,0,7.836734694,30.72,12.44444444,21.81818182,1.2,119.3142857,two,MEC
34.06451613,17.72307692,24.96,1.084745763,2.56,0,0,0,272,150,91.88571429,two,LEC
68.12903226,35.44615385,1.92,8.677966102,0,0,0,0,208,156,28.8,two,LEC
0,0,0,1.084745763,0,3.918367347,30.72,3.555555556,0,3.6,0,two,MEC
0,0,5.76,37.96610169,0,23.51020408,12.288,0,29.09090909,0,37.02857143,two,MEC
6.193548387,4.430769231,11.52,0,12.8,7.836734694,44.544,12.44444444,39.27272727,12,28.8,two,MEC
27.87096774,7.384615385,3.84,0,0,0,0,0,149.8181818,37.2,71.31428571,two,LEC
21.67741935,8.861538462,9.6,17.3559322,0,39.18367347,36.864,3.555555556,71.27272727,37.2,39.77142857,two,MEC
0,0,1.92,0,0,0,7.68,1.777777778,18.90909091,12,12.34285714,two,MEC
0,0,0,2.169491525,0,7.836734694,24.576,0,4.363636364,0,0,two,MEC
0,8.861538462,1.92,43.38983051,0,70.53061224,380.928,104.8888889,80,2.4,207.0857143,two,MEC
0,0,3.84,2.169491525,0,11.75510204,4.608,1.777777778,0,0,4.114285714,two,MEC
6.193548387,0,19.2,32.54237288,10.24,47.02040816,79.872,17.77777778,42.18181818,6,15.08571429,two,MEC
0,2.953846154,0,5.423728814,0,3.918367347,10.752,1.777777778,180.3636364,44.4,39.77142857,two,MEC
0,0,0,18.44067797,0,11.75510204,79.872,0,0,0,5.485714286,two,MEC
6.193548387,0,0,0,0,0,0,0,206.5454545,136.8,4.114285714,two,MEC
0,0,1.92,17.3559322,0,11.75510204,16.896,0,0,0,1.371428571,two,MEC
0,0,1.92,3.254237288,0,43.10204082,76.8,7.111111111,0,0,0,two,MEC
27.87096774,16.24615385,3.84,4.338983051,10.24,0,7.68,0,155.6363636,165.6,57.6,two,MEC
9.290322581,0,19.2,0,10.24,0,0,5.333333333,180.3636364,12,5.485714286,two,LEC
40.25806452,13.29230769,0,0,0,0,0,0,194.9090909,151.2,64.45714286,two,LEC
12.38709677,0,3.84,16.27118644,0,11.75510204,27.648,0,29.09090909,0,19.2,two,MEC
6.193548387,16.24615385,21.12,33.62711864,0,39.18367347,21.504,1.777777778,62.54545455,20.4,120.6857143,two,MEC
21.67741935,4.430769231,0,1.084745763,0,0,0,0,296.7272727,106.8,67.2,two,LEC
0,0,0,0,0,0,0,5.333333333,0,0,0,two,MEC
6.193548387,13.29230769,0,0,0,0,1.536,0,160,85.2,50.74285714,two,LEC
27.87096774,17.72307692,0,1.084745763,0,7.836734694,7.68,1.777777778,90.18181818,28.8,37.02857143,two,LEC
0,0,0,28.20338983,0,7.836734694,12.288,0,0,8.4,0,two,MEC
0,0,0,7.593220339,0,0,9.216,5.333333333,8.727272727,4.8,4.114285714,two,MEC
43.35483871,4.430769231,32.64,29.28813559,0,15.67346939,129.024,97.77777778,80,14.4,196.1142857,two,MEC
0,0,0,0,0,0,90.624,5.333333333,23.27272727,0,54.85714286,two,MEC
9.290322581,5.907692308,0,0,0,0,0,0,16,9.6,5.485714286,two,MEC
0,8.861538462,7.68,13.01694915,0,0,3.072,3.555555556,23.27272727,7.2,15.08571429,two,MEC
3.096774194,0,3.84,8.677966102,0,7.836734694,23.04,21.33333333,71.27272727,73.2,57.6,two,MEC
6.193548387,4.430769231,0,1.084745763,0,0,0,0,37.81818182,55.2,90.51428571,two,MEC
0,0,0,24.94915254,0,3.918367347,13.824,0,0,0,5.485714286,two,MEC
0,0,1.92,16.27118644,0,0,62.976,16,0,0,0,two,MEC
15.48387097,4.430769231,0,2.169491525,0,3.918367347,0,0,61.09090909,25.2,39.77142857,two,MEC
0,0,1.92,13.01694915,2.56,7.836734694,10.752,5.333333333,4.363636364,0,10.97142857,two,MEC
0,0,5.76,21.69491525,0,50.93877551,27.648,1.777777778,18.90909091,0,0,two,MEC
9.290322581,0,7.68,0,0,0,1.536,8.888888889,1.454545455,14.4,94.62857143,two,MEC
71.22580645,56.12307692,28.8,8.677966102,5.12,0,0,0,452.3636364,162,416.9142857,two,LEC
0,0,0,2.169491525,0,0,36.864,0,2.909090909,0,8.228571429,two,MEC
6.193548387,13.29230769,13.44,1.084745763,2.56,0,13.824,0,113.4545455,34.8,50.74285714,two,MEC
0,0,9.6,3.254237288,0,0,15.36,23.11111111,0,0,0,two,MEC
3.096774194,4.430769231,5.76,4.338983051,0,0,3.072,19.55555556,148.3636364,133.2,96,two,MEC
3.096774194,5.907692308,1.92,3.254237288,0,0,27.648,0,1.454545455,12,27.42857143,two,MEC
71.22580645,4.430769231,0,0,0,0,0,0,130.9090909,64.8,31.54285714,two,LEC
21.67741935,26.58461538,1.92,0,0,3.918367347,0,8.888888889,64,90,227.6571429,two,MEC
0,10.33846154,0,15.18644068,0,11.75510204,15.36,1.777777778,72.72727273,44.4,26.05714286,two,MEC
3.096774194,5.907692308,0,0,0,0,1.536,0,36.36363636,33.6,28.8,two,MEC
6.193548387,2.953846154,1.92,8.677966102,2.56,31.34693878,82.944,32,16,7.2,144,two,MEC
37.16129032,4.430769231,0,3.254237288,0,0,4.608,0,49.45454545,45.6,45.25714286,two,MEC
18.58064516,0,0,0,0,0,0,0,167.2727273,84,5.485714286,two,LEC
0,0,0,4.338983051,0,7.836734694,35.328,3.555555556,0,0,72.68571429,two,MEC
37.16129032,19.2,13.44,4.338983051,0,0,4.608,0,362.1818182,49.2,13.71428571,two,LEC
0,0,21.12,35.79661017,0,43.10204082,46.08,1.777777778,0,0,2.742857143,two,MEC
6.193548387,7.384615385,0,0,0,0,1.536,0,16,4.8,63.08571429,two,MEC
0,0,0,9.762711864,0,0,24.576,1.777777778,11.63636364,0,5.485714286,two,MEC
18.58064516,0,36.48,14.10169492,0,27.42857143,3.072,0,197.8181818,50.4,171.4285714,two,LEC
0,0,0,0,0,0,0,10.66666667,0,0,0,two,MEC
0,0,0,1.084745763,5.12,11.75510204,35.328,10.66666667,2.909090909,0,1.371428571,two,MEC
0,0,0,33.62711864,0,3.918367347,67.584,14.22222222,135.2727273,3.6,78.17142857,two,LEC
0,0,17.28,13.01694915,2.56,50.93877551,23.04,5.333333333,0,0,43.88571429,two,MEC
0,0,1.92,4.338983051,0,0,19.968,3.555555556,0,0,4.114285714,two,MEC
0,0,9.6,3.254237288,0,3.918367347,21.504,5.333333333,4.363636364,0,5.485714286,two,MEC
9.290322581,4.430769231,5.76,4.338983051,2.56,3.918367347,6.144,0,96,36,46.62857143,two,LEC
0,0,3.84,23.86440678,0,23.51020408,33.792,30.22222222,16,0,0,two,MEC
6.193548387,7.384615385,5.76,8.677966102,15.36,7.836734694,23.04,14.22222222,10.18181818,4.8,20.57142857,two,MEC
0,0,7.68,4.338983051,12.8,35.26530612,33.792,17.77777778,0,1.2,28.8,two,MEC
3.096774194,0,0,9.762711864,0,0,18.432,0,58.18181818,26.4,41.14285714,two,MEC
114.5806452,1.476923077,0,0,7.68,0,0,0,951.2727273,817.2,122.0571429,two,LEC
0,1.476923077,1.92,6.508474576,2.56,15.67346939,24.576,12.44444444,40.72727273,1.2,49.37142857,two,MEC
0,0,0,1.084745763,0,11.75510204,53.76,1.777777778,0,0,2.742857143,two,MEC
0,0,1.92,5.423728814,0,0,4.608,0,2.909090909,0,5.485714286,two,LEC
6.193548387,0,3.84,3.254237288,0,0,0,0,29.09090909,12,16.45714286,two,MEC
0,0,9.6,6.508474576,7.68,0,32.256,37.33333333,18.90909091,4.8,24.68571429,two,MEC
6.193548387,1.476923077,1.92,0,2.56,0,0,1.777777778,209.4545455,140.4,30.17142857,two,LEC
0,0,0,4.338983051,0,0,6.144,0,0,0,8.228571429,two,MEC
15.48387097,7.384615385,7.68,14.10169492,5.12,0,0,0,50.90909091,33.6,67.2,two,MEC
6.193548387,2.953846154,21.12,20.61016949,0,23.51020408,23.04,35.55555556,49.45454545,12,46.62857143,two,MEC
0,0,0,0,0,15.67346939,33.792,21.33333333,0,0,32.91428571,two,MEC
0,0,1.92,5.423728814,0,0,0,0,50.90909091,15.6,23.31428571,two,LEC
12.38709677,7.384615385,1.92,1.084745763,2.56,3.918367347,9.216,0,81.45454545,40.8,31.54285714,two,MEC
0,0,0,3.254237288,0,19.59183673,59.904,3.555555556,4.363636364,0,6.857142857,two,MEC
15.48387097,2.953846154,3.84,0,5.12,3.918367347,1.536,7.111111111,59.63636364,32.4,8.228571429,two,MEC
12.38709677,13.29230769,0,0,0,0,0,0,46.54545455,28.8,17.82857143,two,MEC
0,0,0,4.338983051,0,3.918367347,13.824,0,0,0,5.485714286,two,MEC
0,0,0,17.3559322,0,11.75510204,35.328,19.55555556,5.818181818,0,0,two,MEC
0,1.476923077,0,5.423728814,0,0,1.536,0,26.18181818,8.4,17.82857143,two,MEC
18.58064516,0,63.36,4.338983051,30.72,23.51020408,12.288,51.55555556,0,0,0,two,MEC
0,5.907692308,5.76,48.81355932,0,11.75510204,6.144,0,26.18181818,43.2,16.45714286,two,MEC
0,0,0,23.86440678,0,19.59183673,43.008,0,0,0,4.114285714,two,MEC
0,5.907692308,1.92,0,0,0,0,0,168.7272727,42,65.82857143,two,LEC
0,7.384615385,1.92,14.10169492,0,15.67346939,4.608,0,7.272727273,0,113.8285714,two,MEC
0,0,0,0,0,0,7.68,1.777777778,1.454545455,0,2.742857143,two,MEC
0,8.861538462,0,0,0,0,0,0,78.54545455,48,0,two,LEC
0,0,5.76,4.338983051,0,23.51020408,33.792,19.55555556,0,0,0,two,MEC
