cluster_index,projecting,region,Effect_Size,p-value
64,0,ACA,0.070389327891398,0.8206549198234152
64,0,PTL,0.070389327891398,0.8206549198234152
64,1,VIS,0.070389327891398,0.8206549198234152
64,1,RSC,0.070389327891398,0.8206549198234152
65,0,PFC,-3.321928094887362,1.5195076416081302e-07
65,0,ORB,-3.321928094887362,1.5195076416081302e-07
65,0,MO,-3.321928094887362,1.5195076416081302e-07
65,1,SS,-3.321928094887362,1.5195076416081302e-07
65,1,ACA,-3.321928094887362,1.5195076416081302e-07
65,0,PTL,-3.321928094887362,1.5195076416081302e-07
65,1,VIS,-3.321928094887362,1.5195076416081302e-07
65,0,RSC,-3.321928094887362,1.5195076416081302e-07
66,0,PFC,-3.321928094887362,1.5195076416081302e-07
66,0,ORB,-3.321928094887362,1.5195076416081302e-07
66,0,MO,-3.321928094887362,1.5195076416081302e-07
66,1,SS,-3.321928094887362,1.5195076416081302e-07
66,1,ACA,-3.321928094887362,1.5195076416081302e-07
66,0,PTL,-3.321928094887362,1.5195076416081302e-07
66,0,VIS,-3.321928094887362,1.5195076416081302e-07
66,1,RSC,-3.321928094887362,1.5195076416081302e-07
67,0,PFC,2.548436624696042,1.6528141735710626e-50
67,0,ORB,2.548436624696042,1.6528141735710626e-50
67,0,MO,2.548436624696042,1.6528141735710626e-50
67,1,SS,2.548436624696042,1.6528141735710626e-50
67,0,ACA,2.548436624696042,1.6528141735710626e-50
67,1,PTL,2.548436624696042,1.6528141735710626e-50
67,1,VIS,2.548436624696042,1.6528141735710626e-50
67,0,RSC,2.548436624696042,1.6528141735710626e-50
68,0,PFC,-1.5145731728297582,0.0008554776324118561
68,0,ORB,-1.5145731728297582,0.0008554776324118561
68,0,MO,-1.5145731728297582,0.0008554776324118561
68,1,SS,-1.5145731728297582,0.0008554776324118561
68,0,ACA,-1.5145731728297582,0.0008554776324118561
68,1,PTL,-1.5145731728297582,0.0008554776324118561
68,0,VIS,-1.5145731728297582,0.0008554776324118561
68,1,RSC,-1.5145731728297582,0.0008554776324118561
69,0,PFC,1.74416109557041,8.995543925091002e-17
69,0,ORB,1.74416109557041,8.995543925091002e-17
69,0,MO,1.74416109557041,8.995543925091002e-17
69,1,SS,1.74416109557041,8.995543925091002e-17
69,0,ACA,1.74416109557041,8.995543925091002e-17
69,0,PTL,1.74416109557041,8.995543925091002e-17
69,1,VIS,1.74416109557041,8.995543925091002e-17
69,1,RSC,1.74416109557041,8.995543925091002e-17
70,0,PFC,-2.0,5.4152910397594726e-05
70,0,ORB,-2.0,5.4152910397594726e-05
70,0,MO,-2.0,5.4152910397594726e-05
70,0,SS,-2.0,5.4152910397594726e-05
70,1,ACA,-2.0,5.4152910397594726e-05
70,1,PTL,-2.0,5.4152910397594726e-05
70,1,VIS,-2.0,5.4152910397594726e-05
70,0,RSC,-2.0,5.4152910397594726e-05
71,0,PFC,-1.7369655941662063,0.00023005971323514097
71,0,ORB,-1.7369655941662063,0.00023005971323514097
71,0,MO,-1.7369655941662063,0.00023005971323514097
71,0,SS,-1.7369655941662063,0.00023005971323514097
71,1,ACA,-1.7369655941662063,0.00023005971323514097
71,0,PTL,-1.7369655941662063,0.00023005971323514097
71,1,VIS,-1.7369655941662063,0.00023005971323514097
71,1,RSC,-1.7369655941662063,0.00023005971323514097
72,0,PFC,3.0617761975866897,4.501772965057107e-94
72,0,ORB,3.0617761975866897,4.501772965057107e-94
72,0,MO,3.0617761975866897,4.501772965057107e-94
72,0,SS,3.0617761975866897,4.501772965057107e-94
72,0,ACA,3.0617761975866897,4.501772965057107e-94
72,1,PTL,3.0617761975866897,4.501772965057107e-94
72,1,VIS,3.0617761975866897,4.501772965057107e-94
72,1,RSC,3.0617761975866897,4.501772965057107e-94
73,1,PFC,2.039528364186637,4.8759672688688417e-23
73,1,ORB,2.039528364186637,4.8759672688688417e-23
73,1,MO,2.039528364186637,4.8759672688688417e-23
73,1,SS,2.039528364186637,4.8759672688688417e-23
73,0,ACA,2.039528364186637,4.8759672688688417e-23
73,0,PTL,2.039528364186637,4.8759672688688417e-23
73,0,VIS,2.039528364186637,4.8759672688688417e-23
73,0,RSC,2.039528364186637,4.8759672688688417e-23
74,1,PFC,1.584962500721156,8.024070793503777e-12
74,1,ORB,1.584962500721156,8.024070793503777e-12
74,1,MO,1.584962500721156,8.024070793503777e-12
74,0,SS,1.584962500721156,8.024070793503777e-12
74,1,ACA,1.584962500721156,8.024070793503777e-12
74,0,PTL,1.584962500721156,8.024070793503777e-12
74,0,VIS,1.584962500721156,8.024070793503777e-12
74,0,RSC,1.584962500721156,8.024070793503777e-12
75,1,PFC,0.3536369546147004,0.28240999752026597
75,1,ORB,0.3536369546147004,0.28240999752026597
75,1,MO,0.3536369546147004,0.28240999752026597
75,0,SS,0.3536369546147004,0.28240999752026597
75,0,ACA,0.3536369546147004,0.28240999752026597
75,0,PTL,0.3536369546147004,0.28240999752026597
75,1,VIS,0.3536369546147004,0.28240999752026597
75,0,RSC,0.3536369546147004,0.28240999752026597
76,1,PFC,-2.584962500721156,6.906208915812694e-06
76,1,ORB,-2.584962500721156,6.906208915812694e-06
76,1,MO,-2.584962500721156,6.906208915812694e-06
76,0,SS,-2.584962500721156,6.906208915812694e-06
76,0,ACA,-2.584962500721156,6.906208915812694e-06
76,0,PTL,-2.584962500721156,6.906208915812694e-06
76,0,VIS,-2.584962500721156,6.906208915812694e-06
76,1,RSC,-2.584962500721156,6.906208915812694e-06
77,1,PFC,-0.46948528330122025,0.2306595868081427
77,1,ORB,-0.46948528330122025,0.2306595868081427
77,0,MO,-0.46948528330122025,0.2306595868081427
77,1,SS,-0.46948528330122025,0.2306595868081427
77,1,ACA,-0.46948528330122025,0.2306595868081427
77,0,PTL,-0.46948528330122025,0.2306595868081427
77,0,VIS,-0.46948528330122025,0.2306595868081427
77,0,RSC,-0.46948528330122025,0.2306595868081427
78,1,PFC,-1.84799690655495,0.00018891762788114194
78,1,ORB,-1.84799690655495,0.00018891762788114194
78,0,MO,-1.84799690655495,0.00018891762788114194
78,1,SS,-1.84799690655495,0.00018891762788114194
78,0,ACA,-1.84799690655495,0.00018891762788114194
78,1,PTL,-1.84799690655495,0.00018891762788114194
78,0,VIS,-1.84799690655495,0.00018891762788114194
78,0,RSC,-1.84799690655495,0.00018891762788114194
79,1,PFC,0.289506617194985,0.4026488208882666
79,1,ORB,0.289506617194985,0.4026488208882666
79,0,MO,0.289506617194985,0.4026488208882666
79,1,SS,0.289506617194985,0.4026488208882666
79,0,ACA,0.289506617194985,0.4026488208882666
79,0,PTL,0.289506617194985,0.4026488208882666
79,1,VIS,0.289506617194985,0.4026488208882666
79,0,RSC,0.289506617194985,0.4026488208882666
80,1,PFC,-3.1699250014423126,9.558394061012867e-07
80,1,ORB,-3.1699250014423126,9.558394061012867e-07
80,0,MO,-3.1699250014423126,9.558394061012867e-07
80,1,SS,-3.1699250014423126,9.558394061012867e-07
80,0,ACA,-3.1699250014423126,9.558394061012867e-07
80,0,PTL,-3.1699250014423126,9.558394061012867e-07
80,0,VIS,-3.1699250014423126,9.558394061012867e-07
80,1,RSC,-3.1699250014423126,9.558394061012867e-07
81,1,PFC,-0.2630344058337938,0.47304201985346805
81,1,ORB,-0.2630344058337938,0.47304201985346805
81,0,MO,-0.2630344058337938,0.47304201985346805
81,0,SS,-0.2630344058337938,0.47304201985346805
81,1,ACA,-0.2630344058337938,0.47304201985346805
81,0,PTL,-0.2630344058337938,0.47304201985346805
81,1,VIS,-0.2630344058337938,0.47304201985346805
81,0,RSC,-0.2630344058337938,0.47304201985346805
82,1,PFC,-1.5849625007211563,0.0007553825067817514
82,1,ORB,-1.5849625007211563,0.0007553825067817514
82,0,MO,-1.5849625007211563,0.0007553825067817514
82,0,SS,-1.5849625007211563,0.0007553825067817514
82,1,ACA,-1.5849625007211563,0.0007553825067817514
82,0,PTL,-1.5849625007211563,0.0007553825067817514
82,0,VIS,-1.5849625007211563,0.0007553825067817514
82,1,RSC,-1.5849625007211563,0.0007553825067817514
83,1,PFC,-0.84799690655495,0.0411631621389973
83,1,ORB,-0.84799690655495,0.0411631621389973
83,0,MO,-0.84799690655495,0.0411631621389973
83,0,SS,-0.84799690655495,0.0411631621389973
83,0,ACA,-0.84799690655495,0.0411631621389973
83,1,PTL,-0.84799690655495,0.0411631621389973
83,1,VIS,-0.84799690655495,0.0411631621389973
83,0,RSC,-0.84799690655495,0.0411631621389973
84,1,PFC,-0.84799690655495,0.0411631621389973
84,1,ORB,-0.84799690655495,0.0411631621389973
84,0,MO,-0.84799690655495,0.0411631621389973
84,0,SS,-0.84799690655495,0.0411631621389973
84,0,ACA,-0.84799690655495,0.0411631621389973
84,0,PTL,-0.84799690655495,0.0411631621389973
84,1,VIS,-0.84799690655495,0.0411631621389973
84,1,RSC,-0.84799690655495,0.0411631621389973
85,1,PFC,-0.08246216019197299,0.8112670343716528
85,0,ORB,-0.08246216019197299,0.8112670343716528
85,1,MO,-0.08246216019197299,0.8112670343716528
85,1,SS,-0.08246216019197299,0.8112670343716528
85,1,ACA,-0.08246216019197299,0.8112670343716528
85,0,PTL,-0.08246216019197299,0.8112670343716528
85,0,VIS,-0.08246216019197299,0.8112670343716528
85,0,RSC,-0.08246216019197299,0.8112670343716528
86,1,PFC,-2.584962500721156,6.906208915812694e-06
86,0,ORB,-2.584962500721156,6.906208915812694e-06
86,1,MO,-2.584962500721156,6.906208915812694e-06
86,1,SS,-2.584962500721156,6.906208915812694e-06
86,0,ACA,-2.584962500721156,6.906208915812694e-06
86,1,PTL,-2.584962500721156,6.906208915812694e-06
86,0,VIS,-2.584962500721156,6.906208915812694e-06
86,0,RSC,-2.584962500721156,6.906208915812694e-06
87,1,PFC,-1.3625700793847082,0.0026250034998658326
87,0,ORB,-1.3625700793847082,0.0026250034998658326
87,1,MO,-1.3625700793847082,0.0026250034998658326
87,1,SS,-1.3625700793847082,0.0026250034998658326
87,0,ACA,-1.3625700793847082,0.0026250034998658326
87,0,PTL,-1.3625700793847082,0.0026250034998658326
87,1,VIS,-1.3625700793847082,0.0026250034998658326
87,0,RSC,-1.3625700793847082,0.0026250034998658326
88,1,PFC,-2.584962500721156,6.906208915812694e-06
88,0,ORB,-2.584962500721156,6.906208915812694e-06
88,1,MO,-2.584962500721156,6.906208915812694e-06
88,1,SS,-2.584962500721156,6.906208915812694e-06
88,0,ACA,-2.584962500721156,6.906208915812694e-06
88,0,PTL,-2.584962500721156,6.906208915812694e-06
88,0,VIS,-2.584962500721156,6.906208915812694e-06
88,1,RSC,-2.584962500721156,6.906208915812694e-06
89,1,PFC,-0.46948528330122025,0.2306595868081427
89,0,ORB,-0.46948528330122025,0.2306595868081427
89,1,MO,-0.46948528330122025,0.2306595868081427
89,0,SS,-0.46948528330122025,0.2306595868081427
89,1,ACA,-0.46948528330122025,0.2306595868081427
89,0,PTL,-0.46948528330122025,0.2306595868081427
89,1,VIS,-0.46948528330122025,0.2306595868081427
89,0,RSC,-0.46948528330122025,0.2306595868081427
90,1,PFC,-2.584962500721156,6.906208915812694e-06
90,0,ORB,-2.584962500721156,6.906208915812694e-06
90,1,MO,-2.584962500721156,6.906208915812694e-06
90,0,SS,-2.584962500721156,6.906208915812694e-06
90,1,ACA,-2.584962500721156,6.906208915812694e-06
90,0,PTL,-2.584962500721156,6.906208915812694e-06
90,0,VIS,-2.584962500721156,6.906208915812694e-06
90,1,RSC,-2.584962500721156,6.906208915812694e-06
91,1,PFC,-2.584962500721156,6.906208915812694e-06
91,0,ORB,-2.584962500721156,6.906208915812694e-06
91,1,MO,-2.584962500721156,6.906208915812694e-06
91,0,SS,-2.584962500721156,6.906208915812694e-06
91,0,ACA,-2.584962500721156,6.906208915812694e-06
91,1,PTL,-2.584962500721156,6.906208915812694e-06
91,1,VIS,-2.584962500721156,6.906208915812694e-06
91,0,RSC,-2.584962500721156,6.906208915812694e-06
92,1,PFC,-1.5849625007211563,0.0007553825067817514
92,0,ORB,-1.5849625007211563,0.0007553825067817514
92,1,MO,-1.5849625007211563,0.0007553825067817514
92,0,SS,-1.5849625007211563,0.0007553825067817514
92,0,ACA,-1.5849625007211563,0.0007553825067817514
92,0,PTL,-1.5849625007211563,0.0007553825067817514
92,1,VIS,-1.5849625007211563,0.0007553825067817514
92,1,RSC,-1.5849625007211563,0.0007553825067817514
93,1,PFC,-2.1699250014423126,3.993665265167427e-05
93,0,ORB,-2.1699250014423126,3.993665265167427e-05
93,0,MO,-2.1699250014423126,3.993665265167427e-05
93,1,SS,-2.1699250014423126,3.993665265167427e-05
93,1,ACA,-2.1699250014423126,3.993665265167427e-05
93,0,PTL,-2.1699250014423126,3.993665265167427e-05
93,1,VIS,-2.1699250014423126,3.993665265167427e-05
93,0,RSC,-2.1699250014423126,3.993665265167427e-05
94,1,PFC,-3.1699250014423126,9.558394061012867e-07
94,0,ORB,-3.1699250014423126,9.558394061012867e-07
94,0,MO,-3.1699250014423126,9.558394061012867e-07
94,1,SS,-3.1699250014423126,9.558394061012867e-07
94,1,ACA,-3.1699250014423126,9.558394061012867e-07
94,0,PTL,-3.1699250014423126,9.558394061012867e-07
94,0,VIS,-3.1699250014423126,9.558394061012867e-07
94,1,RSC,-3.1699250014423126,9.558394061012867e-07
95,1,PFC,-0.710493382805015,0.07241014700496302
95,0,ORB,-0.710493382805015,0.07241014700496302
95,0,MO,-0.710493382805015,0.07241014700496302
95,1,SS,-0.710493382805015,0.07241014700496302
95,0,ACA,-0.710493382805015,0.07241014700496302
95,1,PTL,-0.710493382805015,0.07241014700496302
95,1,VIS,-0.710493382805015,0.07241014700496302
95,0,RSC,-0.710493382805015,0.07241014700496302
96,1,PFC,-1.3625700793847082,0.0026250034998658326
96,0,ORB,-1.3625700793847082,0.0026250034998658326
96,0,MO,-1.3625700793847082,0.0026250034998658326
96,1,SS,-1.3625700793847082,0.0026250034998658326
96,0,ACA,-1.3625700793847082,0.0026250034998658326
96,0,PTL,-1.3625700793847082,0.0026250034998658326
96,1,VIS,-1.3625700793847082,0.0026250034998658326
96,1,RSC,-1.3625700793847082,0.0026250034998658326
97,1,PFC,-3.1699250014423126,9.558394061012867e-07
97,0,ORB,-3.1699250014423126,9.558394061012867e-07
97,0,MO,-3.1699250014423126,9.558394061012867e-07
97,0,SS,-3.1699250014423126,9.558394061012867e-07
97,1,ACA,-3.1699250014423126,9.558394061012867e-07
97,1,PTL,-3.1699250014423126,9.558394061012867e-07
97,1,VIS,-3.1699250014423126,9.558394061012867e-07
97,0,RSC,-3.1699250014423126,9.558394061012867e-07
98,1,PFC,-2.1699250014423126,3.993665265167427e-05
98,0,ORB,-2.1699250014423126,3.993665265167427e-05
98,0,MO,-2.1699250014423126,3.993665265167427e-05
98,0,SS,-2.1699250014423126,3.993665265167427e-05
98,1,ACA,-2.1699250014423126,3.993665265167427e-05
98,0,PTL,-2.1699250014423126,3.993665265167427e-05
98,1,VIS,-2.1699250014423126,3.993665265167427e-05
98,1,RSC,-2.1699250014423126,3.993665265167427e-05
99,1,PFC,-0.84799690655495,0.0411631621389973
99,0,ORB,-0.84799690655495,0.0411631621389973
99,0,MO,-0.84799690655495,0.0411631621389973
99,0,SS,-0.84799690655495,0.0411631621389973
99,0,ACA,-0.84799690655495,0.0411631621389973
99,1,PTL,-0.84799690655495,0.0411631621389973
99,1,VIS,-0.84799690655495,0.0411631621389973
99,1,RSC,-0.84799690655495,0.0411631621389973
100,0,PFC,-1.5849625007211563,0.0007553825067817514
100,1,ORB,-1.5849625007211563,0.0007553825067817514
100,1,MO,-1.5849625007211563,0.0007553825067817514
100,1,SS,-1.5849625007211563,0.0007553825067817514
100,1,ACA,-1.5849625007211563,0.0007553825067817514
100,0,PTL,-1.5849625007211563,0.0007553825067817514
100,0,VIS,-1.5849625007211563,0.0007553825067817514
100,0,RSC,-1.5849625007211563,0.0007553825067817514
101,0,PFC,-3.1699250014423126,9.558394061012867e-07
101,1,ORB,-3.1699250014423126,9.558394061012867e-07
101,1,MO,-3.1699250014423126,9.558394061012867e-07
101,1,SS,-3.1699250014423126,9.558394061012867e-07
101,0,ACA,-3.1699250014423126,9.558394061012867e-07
101,1,PTL,-3.1699250014423126,9.558394061012867e-07
101,0,VIS,-3.1699250014423126,9.558394061012867e-07
101,0,RSC,-3.1699250014423126,9.558394061012867e-07
102,0,PFC,0.22239242133644802,0.5497681928234766
102,1,ORB,0.22239242133644802,0.5497681928234766
102,1,MO,0.22239242133644802,0.5497681928234766
102,1,SS,0.22239242133644802,0.5497681928234766
102,0,ACA,0.22239242133644802,0.5497681928234766
102,0,PTL,0.22239242133644802,0.5497681928234766
102,1,VIS,0.22239242133644802,0.5497681928234766
102,0,RSC,0.22239242133644802,0.5497681928234766
103,0,PFC,-3.1699250014423126,9.558394061012867e-07
103,1,ORB,-3.1699250014423126,9.558394061012867e-07
103,1,MO,-3.1699250014423126,9.558394061012867e-07
103,1,SS,-3.1699250014423126,9.558394061012867e-07
103,0,ACA,-3.1699250014423126,9.558394061012867e-07
103,0,PTL,-3.1699250014423126,9.558394061012867e-07
103,0,VIS,-3.1699250014423126,9.558394061012867e-07
103,1,RSC,-3.1699250014423126,9.558394061012867e-07
104,0,PFC,-1.84799690655495,0.00018891762788114194
104,1,ORB,-1.84799690655495,0.00018891762788114194
104,1,MO,-1.84799690655495,0.00018891762788114194
104,0,SS,-1.84799690655495,0.00018891762788114194
104,1,ACA,-1.84799690655495,0.00018891762788114194
104,0,PTL,-1.84799690655495,0.00018891762788114194
104,1,VIS,-1.84799690655495,0.00018891762788114194
104,0,RSC,-1.84799690655495,0.00018891762788114194
105,0,PFC,-3.1699250014423126,9.558394061012867e-07
105,1,ORB,-3.1699250014423126,9.558394061012867e-07
105,1,MO,-3.1699250014423126,9.558394061012867e-07
105,0,SS,-3.1699250014423126,9.558394061012867e-07
105,0,ACA,-3.1699250014423126,9.558394061012867e-07
105,1,PTL,-3.1699250014423126,9.558394061012867e-07
105,1,VIS,-3.1699250014423126,9.558394061012867e-07
105,0,RSC,-3.1699250014423126,9.558394061012867e-07
106,0,PFC,-1.3625700793847082,0.0026250034998658326
106,1,ORB,-1.3625700793847082,0.0026250034998658326
106,1,MO,-1.3625700793847082,0.0026250034998658326
106,0,SS,-1.3625700793847082,0.0026250034998658326
106,0,ACA,-1.3625700793847082,0.0026250034998658326
106,0,PTL,-1.3625700793847082,0.0026250034998658326
106,1,VIS,-1.3625700793847082,0.0026250034998658326
106,1,RSC,-1.3625700793847082,0.0026250034998658326
107,0,PFC,-3.1699250014423126,9.558394061012867e-07
107,1,ORB,-3.1699250014423126,9.558394061012867e-07
107,0,MO,-3.1699250014423126,9.558394061012867e-07
107,1,SS,-3.1699250014423126,9.558394061012867e-07
107,1,ACA,-3.1699250014423126,9.558394061012867e-07
107,1,PTL,-3.1699250014423126,9.558394061012867e-07
107,0,VIS,-3.1699250014423126,9.558394061012867e-07
107,0,RSC,-3.1699250014423126,9.558394061012867e-07
108,0,PFC,-2.584962500721156,6.906208915812694e-06
108,1,ORB,-2.584962500721156,6.906208915812694e-06
108,0,MO,-2.584962500721156,6.906208915812694e-06
108,1,SS,-2.584962500721156,6.906208915812694e-06
108,1,ACA,-2.584962500721156,6.906208915812694e-06
108,0,PTL,-2.584962500721156,6.906208915812694e-06
108,1,VIS,-2.584962500721156,6.906208915812694e-06
108,0,RSC,-2.584962500721156,6.906208915812694e-06
109,0,PFC,1.384663850235325,1.3109848966358625e-08
109,1,ORB,1.384663850235325,1.3109848966358625e-08
109,0,MO,1.384663850235325,1.3109848966358625e-08
109,1,SS,1.384663850235325,1.3109848966358625e-08
109,0,ACA,1.384663850235325,1.3109848966358625e-08
109,1,PTL,1.384663850235325,1.3109848966358625e-08
109,1,VIS,1.384663850235325,1.3109848966358625e-08
109,0,RSC,1.384663850235325,1.3109848966358625e-08
110,0,PFC,-2.584962500721156,6.906208915812694e-06
110,1,ORB,-2.584962500721156,6.906208915812694e-06
110,0,MO,-2.584962500721156,6.906208915812694e-06
110,1,SS,-2.584962500721156,6.906208915812694e-06
110,0,ACA,-2.584962500721156,6.906208915812694e-06
110,1,PTL,-2.584962500721156,6.906208915812694e-06
110,0,VIS,-2.584962500721156,6.906208915812694e-06
110,1,RSC,-2.584962500721156,6.906208915812694e-06
111,0,PFC,0.07800251200127316,0.9047500509165505
111,1,ORB,0.07800251200127316,0.9047500509165505
111,0,MO,0.07800251200127316,0.9047500509165505
111,1,SS,0.07800251200127316,0.9047500509165505
111,0,ACA,0.07800251200127316,0.9047500509165505
111,0,PTL,0.07800251200127316,0.9047500509165505
111,1,VIS,0.07800251200127316,0.9047500509165505
111,1,RSC,0.07800251200127316,0.9047500509165505
112,0,PFC,-2.584962500721156,6.906208915812694e-06
112,1,ORB,-2.584962500721156,6.906208915812694e-06
112,0,MO,-2.584962500721156,6.906208915812694e-06
112,0,SS,-2.584962500721156,6.906208915812694e-06
112,1,ACA,-2.584962500721156,6.906208915812694e-06
112,1,PTL,-2.584962500721156,6.906208915812694e-06
112,1,VIS,-2.584962500721156,6.906208915812694e-06
112,0,RSC,-2.584962500721156,6.906208915812694e-06
113,0,PFC,-1.0,0.016536032971322237
113,1,ORB,-1.0,0.016536032971322237
113,0,MO,-1.0,0.016536032971322237
113,0,SS,-1.0,0.016536032971322237
113,1,ACA,-1.0,0.016536032971322237
113,0,PTL,-1.0,0.016536032971322237
113,1,VIS,-1.0,0.016536032971322237
113,1,RSC,-1.0,0.016536032971322237
114,0,PFC,0.5305147166987798,0.09300392978365893
114,1,ORB,0.5305147166987798,0.09300392978365893
114,0,MO,0.5305147166987798,0.09300392978365893
114,0,SS,0.5305147166987798,0.09300392978365893
114,0,ACA,0.5305147166987798,0.09300392978365893
114,1,PTL,0.5305147166987798,0.09300392978365893
114,1,VIS,0.5305147166987798,0.09300392978365893
114,1,RSC,0.5305147166987798,0.09300392978365893
115,0,PFC,-1.5849625007211563,0.0007553825067817514
115,0,ORB,-1.5849625007211563,0.0007553825067817514
115,1,MO,-1.5849625007211563,0.0007553825067817514
115,1,SS,-1.5849625007211563,0.0007553825067817514
115,1,ACA,-1.5849625007211563,0.0007553825067817514
115,0,PTL,-1.5849625007211563,0.0007553825067817514
115,1,VIS,-1.5849625007211563,0.0007553825067817514
115,0,RSC,-1.5849625007211563,0.0007553825067817514
116,0,PFC,-3.1699250014423126,9.558394061012867e-07
116,0,ORB,-3.1699250014423126,9.558394061012867e-07
116,1,MO,-3.1699250014423126,9.558394061012867e-07
116,1,SS,-3.1699250014423126,9.558394061012867e-07
116,1,ACA,-3.1699250014423126,9.558394061012867e-07
116,0,PTL,-3.1699250014423126,9.558394061012867e-07
116,0,VIS,-3.1699250014423126,9.558394061012867e-07
116,1,RSC,-3.1699250014423126,9.558394061012867e-07
117,0,PFC,1.078002512001273,6.063027292826868e-05
117,0,ORB,1.078002512001273,6.063027292826868e-05
117,1,MO,1.078002512001273,6.063027292826868e-05
117,1,SS,1.078002512001273,6.063027292826868e-05
117,0,ACA,1.078002512001273,6.063027292826868e-05
117,1,PTL,1.078002512001273,6.063027292826868e-05
117,1,VIS,1.078002512001273,6.063027292826868e-05
117,0,RSC,1.078002512001273,6.063027292826868e-05
118,0,PFC,-3.1699250014423126,9.558394061012867e-07
118,0,ORB,-3.1699250014423126,9.558394061012867e-07
118,1,MO,-3.1699250014423126,9.558394061012867e-07
118,1,SS,-3.1699250014423126,9.558394061012867e-07
118,0,ACA,-3.1699250014423126,9.558394061012867e-07
118,1,PTL,-3.1699250014423126,9.558394061012867e-07
118,0,VIS,-3.1699250014423126,9.558394061012867e-07
118,1,RSC,-3.1699250014423126,9.558394061012867e-07
119,0,PFC,0.41503749927884376,0.1896899459912631
119,0,ORB,0.41503749927884376,0.1896899459912631
119,1,MO,0.41503749927884376,0.1896899459912631
119,1,SS,0.41503749927884376,0.1896899459912631
119,0,ACA,0.41503749927884376,0.1896899459912631
119,0,PTL,0.41503749927884376,0.1896899459912631
119,1,VIS,0.41503749927884376,0.1896899459912631
119,1,RSC,0.41503749927884376,0.1896899459912631
120,0,PFC,-2.584962500721156,6.906208915812694e-06
120,0,ORB,-2.584962500721156,6.906208915812694e-06
120,1,MO,-2.584962500721156,6.906208915812694e-06
120,0,SS,-2.584962500721156,6.906208915812694e-06
120,1,ACA,-2.584962500721156,6.906208915812694e-06
120,1,PTL,-2.584962500721156,6.906208915812694e-06
120,1,VIS,-2.584962500721156,6.906208915812694e-06
120,0,RSC,-2.584962500721156,6.906208915812694e-06
121,0,PFC,-1.1699250014423124,0.008082200978776552
121,0,ORB,-1.1699250014423124,0.008082200978776552
121,1,MO,-1.1699250014423124,0.008082200978776552
121,0,SS,-1.1699250014423124,0.008082200978776552
121,1,ACA,-1.1699250014423124,0.008082200978776552
121,0,PTL,-1.1699250014423124,0.008082200978776552
121,1,VIS,-1.1699250014423124,0.008082200978776552
121,1,RSC,-1.1699250014423124,0.008082200978776552
122,0,PFC,1.1154772174199359,2.080292991677366e-05
122,0,ORB,1.1154772174199359,2.080292991677366e-05
122,1,MO,1.1154772174199359,2.080292991677366e-05
122,0,SS,1.1154772174199359,2.080292991677366e-05
122,0,ACA,1.1154772174199359,2.080292991677366e-05
122,1,PTL,1.1154772174199359,2.080292991677366e-05
122,1,VIS,1.1154772174199359,2.080292991677366e-05
122,1,RSC,1.1154772174199359,2.080292991677366e-05
123,0,PFC,-0.710493382805015,0.07241014700496302
123,0,ORB,-0.710493382805015,0.07241014700496302
123,0,MO,-0.710493382805015,0.07241014700496302
123,1,SS,-0.710493382805015,0.07241014700496302
123,1,ACA,-0.710493382805015,0.07241014700496302
123,1,PTL,-0.710493382805015,0.07241014700496302
123,1,VIS,-0.710493382805015,0.07241014700496302
123,0,RSC,-0.710493382805015,0.07241014700496302
124,0,PFC,-2.584962500721156,6.906208915812694e-06
124,0,ORB,-2.584962500721156,6.906208915812694e-06
124,0,MO,-2.584962500721156,6.906208915812694e-06
124,1,SS,-2.584962500721156,6.906208915812694e-06
124,1,ACA,-2.584962500721156,6.906208915812694e-06
124,0,PTL,-2.584962500721156,6.906208915812694e-06
124,1,VIS,-2.584962500721156,6.906208915812694e-06
124,1,RSC,-2.584962500721156,6.906208915812694e-06
125,0,PFC,3.7548875021634687,2.2153542352447116e-182
125,0,ORB,3.7548875021634687,2.2153542352447116e-182
125,0,MO,3.7548875021634687,2.2153542352447116e-182
125,1,SS,3.7548875021634687,2.2153542352447116e-182
125,0,ACA,3.7548875021634687,2.2153542352447116e-182
125,1,PTL,3.7548875021634687,2.2153542352447116e-182
125,1,VIS,3.7548875021634687,2.2153542352447116e-182
125,1,RSC,3.7548875021634687,2.2153542352447116e-182
126,0,PFC,-0.5849625007211563,0.12079660558396169
126,0,ORB,-0.5849625007211563,0.12079660558396169
126,0,MO,-0.5849625007211563,0.12079660558396169
126,0,SS,-0.5849625007211563,0.12079660558396169
126,1,ACA,-0.5849625007211563,0.12079660558396169
126,1,PTL,-0.5849625007211563,0.12079660558396169
126,1,VIS,-0.5849625007211563,0.12079660558396169
126,1,RSC,-0.5849625007211563,0.12079660558396169
127,1,PFC,1.4974996594708168,2.404029513931448e-10
127,1,ORB,1.4974996594708168,2.404029513931448e-10
127,1,MO,1.4974996594708168,2.404029513931448e-10
127,1,SS,1.4974996594708168,2.404029513931448e-10
127,1,ACA,1.4974996594708168,2.404029513931448e-10
127,0,PTL,1.4974996594708168,2.404029513931448e-10
127,0,VIS,1.4974996594708168,2.404029513931448e-10
127,0,RSC,1.4974996594708168,2.404029513931448e-10
128,1,PFC,-0.5025003405291831,0.2581514819303339
128,1,ORB,-0.5025003405291831,0.2581514819303339
128,1,MO,-0.5025003405291831,0.2581514819303339
128,1,SS,-0.5025003405291831,0.2581514819303339
